ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,total_valid,rejected,total,tendered
028,Alandur,27,27,140,89,8,16,40,0,9,0,1,0,0,0,0,8,311,0,311,0
028,Alandur,28,28,183,108,6,17,67,0,8,0,0,0,0,0,0,5,394,0,394,0
028,Alandur,29,29,248,206,10,20,34,0,8,0,0,0,0,0,2,5,533,0,533,0
028,Alandur,30,30,242,130,27,29,30,0,18,0,0,0,0,0,0,17,493,0,493,0
028,Alandur,31,31,234,124,15,33,25,0,19,1,0,0,0,0,1,7,459,0,459,0
028,Alandur,32,32,354,217,19,40,46,0,17,2,0,0,0,0,1,16,712,0,712,0
028,Alandur,33,33,144,70,6,22,33,0,4,0,0,1,0,0,0,3,283,0,283,0
028,Alandur,34,34,372,269,2,51,41,0,11,0,7,1,0,0,0,9,763,0,763,0
028,Alandur,35,35,364,256,10,24,27,0,8,0,0,0,0,0,2,8,699,0,699,0
028,Alandur,36,36,233,188,6,33,34,1,9,0,1,0,1,0,1,9,516,0,516,0
028,Alandur,37,37,234,238,10,45,38,0,10,0,0,0,0,0,0,7,582,0,582,0
028,Alandur,38,38,327,250,9,26,108,0,7,0,0,0,1,0,2,10,740,0,740,0
028,Alandur,39,39,454,395,11,60,27,1,6,1,2,1,0,0,1,7,966,0,966,0
028,Alandur,40,40,124,122,2,22,21,0,1,0,0,0,1,0,2,1,296,0,296,0
028,Alandur,41,41,375,319,3,55,31,0,9,0,0,0,1,0,2,13,808,0,808,0
028,Alandur,42,42,218,185,2,34,15,0,3,1,0,0,2,1,0,3,464,0,464,0
028,Alandur,43,43,287,181,5,35,41,1,4,0,0,0,0,0,0,6,560,0,560,0
028,Alandur,44,44,281,203,14,30,32,0,9,0,0,0,0,0,2,15,586,0,586,0
028,Alandur,45,45,262,192,6,23,29,0,5,0,0,0,0,0,2,18,537,0,537,0
028,Alandur,46,46,311,304,9,42,138,0,7,2,0,0,0,2,2,11,828,0,828,0
028,Alandur,47,47,282,229,6,39,15,1,8,0,0,0,0,1,0,5,586,0,586,0
028,Alandur,48,48,393,353,18,62,50,0,24,0,0,0,0,0,1,9,910,0,910,0
028,Alandur,49,49,356,279,7,22,28,1,15,0,0,0,0,0,0,9,717,0,717,0
028,Alandur,50,50,422,278,14,28,14,1,3,0,0,0,0,0,1,6,767,0,767,0
028,Alandur,51,51,315,261,5,44,9,0,8,0,0,0,0,0,2,7,651,0,651,0
028,Alandur,52,52,328,216,14,45,19,1,8,0,0,1,0,0,1,15,648,0,648,0
028,Alandur,53,53,262,207,9,27,34,0,8,0,0,2,0,0,0,13,562,0,562,0
028,Alandur,54,54,320,252,15,42,28,1,11,0,0,1,0,0,0,15,685,0,685,0
028,Alandur,55,55,261,241,12,26,27,0,9,1,2,1,0,0,0,12,592,0,592,0
028,Alandur,56,56,279,146,18,37,21,0,18,0,0,0,0,0,0,21,540,0,540,0
028,Alandur,57,57,360,232,20,47,19,0,8,0,1,0,0,0,4,17,708,0,708,0
028,Alandur,58,58,106,84,0,21,6,0,11,0,0,0,0,1,0,0,229,0,229,0
028,Alandur,59,59,269,179,8,34,11,0,5,0,0,0,2,0,1,8,517,0,517,0
028,Alandur,60,60,354,236,19,41,12,0,9,0,0,1,0,0,1,7,680,0,680,0
028,Alandur,61,61,105,78,6,24,10,0,6,0,0,0,0,0,0,5,234,0,234,0
028,Alandur,62,62,291,176,24,40,10,0,17,0,0,2,0,0,0,16,576,0,576,0
028,Alandur,63,63,173,104,13,34,17,0,21,0,0,1,0,0,2,17,382,0,382,0
028,Alandur,64,64,231,167,16,32,18,0,11,0,0,0,1,0,2,4,482,0,482,0
028,Alandur,65,65,291,184,17,54,20,1,11,1,0,1,0,0,0,22,602,0,602,0
028,Alandur,66,66,306,233,38,63,31,0,18,0,0,0,0,0,0,18,707,0,707,0
028,Alandur,67,67,301,230,13,44,24,0,13,1,0,0,0,0,0,13,639,0,639,0
028,Alandur,68,68,85,67,15,12,6,0,10,0,0,1,1,2,0,7,206,0,206,0
028,Alandur,69,69,297,214,30,42,35,0,25,0,0,0,0,2,0,22,667,0,667,0
028,Alandur,70,70,270,145,43,57,16,2,21,0,0,1,0,3,1,13,572,0,572,0
028,Alandur,71,71,224,156,36,37,19,0,27,1,0,0,0,8,2,25,535,0,535,0
028,Alandur,72,72,227,138,14,27,12,0,5,0,0,0,0,4,1,12,440,0,440,0
028,Alandur,73,73,264,126,28,39,26,0,15,1,0,1,0,2,4,20,526,0,526,0
028,Alandur,74,74,262,262,12,50,39,1,8,0,0,0,0,2,0,7,643,0,643,0
028,Alandur,75,75,276,168,15,50,27,0,22,0,0,0,0,9,0,13,580,0,580,0
028,Alandur,76,76,232,168,7,39,10,0,5,0,1,0,0,1,2,9,474,0,474,0
028,Alandur,77,77,246,166,14,55,32,1,12,0,0,0,0,3,0,15,544,0,544,0
028,Alandur,78,78,280,259,39,43,50,2,22,1,0,0,1,6,1,23,727,0,727,0
028,Alandur,79,79,222,143,30,42,29,1,17,0,0,1,0,0,2,13,500,0,500,0
028,Alandur,80,80,395,287,7,68,18,0,19,0,0,0,0,1,0,13,808,0,808,0
028,Alandur,81,81,310,211,24,46,14,0,7,1,0,0,0,1,1,12,627,0,627,0
028,Alandur,82,82,162,177,12,35,1,0,7,0,0,1,1,2,0,2,400,0,400,0
028,Alandur,83,83,289,163,1,22,0,0,1,0,0,0,1,0,0,4,481,0,481,0
028,Alandur,84,84,276,155,23,28,16,1,8,0,0,0,0,57,1,10,575,0,575,0
028,Alandur,85,85,295,203,49,52,25,0,15,2,0,0,1,0,2,28,672,0,672,0
028,Alandur,86,86,226,132,36,37,17,0,18,1,0,3,0,0,0,13,483,0,483,0
028,Alandur,87,87,117,103,43,19,18,0,7,0,0,1,0,2,1,12,323,0,323,0
028,Alandur,88,88,306,182,47,45,19,0,15,0,0,0,2,1,0,13,630,0,630,0
028,Alandur,89,89,256,216,21,68,27,0,20,0,0,1,0,1,1,8,619,0,619,0
028,Alandur,90,90,100,84,32,17,15,0,7,0,0,1,1,1,1,7,266,0,266,0
028,Alandur,91,91,224,173,42,49,33,1,17,1,0,1,1,0,0,11,553,0,553,0
028,Alandur,92,92,264,267,62,69,24,0,28,0,0,0,0,1,4,26,745,0,745,0
028,Alandur,93,93,243,205,38,61,25,0,21,1,0,0,0,0,0,19,613,0,613,0
028,Alandur,94,94,251,219,61,45,21,1,23,0,0,0,0,2,5,22,650,0,650,0
028,Alandur,95,95,279,290,3,33,10,0,8,0,0,0,0,0,0,11,634,0,634,0
028,Alandur,96,96,312,288,10,20,30,0,9,0,0,0,0,0,2,14,685,0,685,0
028,Alandur,97,97,257,227,15,32,4,0,7,4,0,0,0,0,4,9,559,0,559,0
028,Alandur,98,98,43,84,26,11,15,0,3,3,0,0,0,0,1,7,193,0,193,0
028,Alandur,99,99,310,357,18,46,6,0,17,0,3,1,0,1,1,22,782,0,782,0
028,Alandur,100,100,363,331,8,30,7,0,2,1,0,0,0,0,0,11,753,0,753,0
028,Alandur,101,101,257,325,13,55,9,0,6,0,0,1,2,0,1,7,676,0,676,0
028,Alandur,102,102,335,330,3,74,4,0,6,0,0,0,0,0,1,12,765,0,765,0
028,Alandur,103,103,109,50,30,10,8,0,5,0,0,0,1,1,0,8,222,0,222,0
028,Alandur,104,104,221,152,13,30,22,0,15,0,0,0,0,0,2,15,470,0,470,0
028,Alandur,105,105,195,169,15,41,7,1,7,2,0,0,0,1,1,18,457,0,457,0
028,Alandur,106,106,300,215,48,37,17,0,18,3,0,1,0,0,3,20,662,0,662,0
028,Alandur,107,107,212,152,97,32,23,2,5,1,0,0,0,1,3,38,566,0,566,0
028,Alandur,108,108,295,291,25,46,39,0,10,2,0,1,1,2,3,12,727,0,727,0
028,Alandur,109,109,310,263,38,67,13,0,13,0,0,0,2,9,3,20,738,0,738,0
028,Alandur,110,110,303,255,21,41,27,0,9,1,0,0,0,6,0,8,671,0,671,0
028,Alandur,111,111,250,231,18,36,13,0,7,0,0,0,0,1,0,7,563,0,563,0
028,Alandur,112,112,213,255,44,31,30,0,17,2,0,1,0,6,1,15,615,0,615,0
028,Alandur,113,113,335,301,14,69,18,2,9,1,0,1,0,14,1,10,775,0,775,0
028,Alandur,114,114,309,285,13,28,4,0,3,2,0,0,0,1,1,10,656,0,656,0
028,Alandur,115,115,233,183,17,34,7,0,10,3,0,1,0,30,1,10,529,0,529,0
028,Alandur,116,116,352,319,41,66,15,0,12,0,2,1,0,4,2,15,829,0,829,0
028,Alandur,117,117,232,239,32,39,31,0,7,9,0,0,0,0,2,14,605,0,605,0
028,Alandur,118,118,212,141,81,15,14,0,22,17,1,0,0,29,1,20,553,0,553,0
028,Alandur,119,119,226,191,28,28,8,0,3,0,0,0,1,24,1,14,524,0,524,0
028,Alandur,120,120,256,272,6,32,6,0,3,0,0,0,0,0,0,4,579,0,579,0
028,Alandur,121,121,236,291,9,17,11,0,14,0,0,0,0,1,0,5,584,0,584,0
028,Alandur,122,122,335,230,49,34,31,0,20,0,0,0,2,5,2,23,731,0,731,0
028,Alandur,123,123,234,282,42,45,34,1,25,1,0,1,0,1,1,7,674,0,674,0
028,Alandur,124,124,354,224,34,34,20,0,21,0,0,0,0,4,3,16,710,0,710,0
028,Alandur,125,125,342,232,27,35,23,0,15,0,0,1,0,3,2,18,698,0,698,0
028,Alandur,126,126,215,206,46,43,25,0,20,1,0,0,0,4,0,15,575,0,575,0
028,Alandur,127,127,198,249,3,15,2,0,4,0,0,0,0,0,0,2,473,0,473,0
028,Alandur,128,128,227,228,3,20,77,0,12,0,1,1,0,0,1,19,589,0,589,0
028,Alandur,129,129,218,181,20,34,34,0,14,0,0,0,0,1,0,16,518,0,518,0
028,Alandur,130,130,331,254,62,76,51,0,17,2,0,0,0,1,4,20,818,0,818,0
028,Alandur,131,131,396,252,4,53,47,0,5,0,0,0,0,1,0,12,770,0,770,0
028,Alandur,132,132,216,212,11,29,7,1,5,1,0,1,0,2,0,10,495,0,495,0
028,Alandur,133,133,258,207,29,37,25,0,12,0,0,0,0,0,1,7,576,0,576,0
028,Alandur,134,134,221,159,5,19,9,0,3,0,1,0,0,1,0,4,422,0,422,0
028,Alandur,135,135,241,223,5,11,8,1,2,0,0,0,0,0,0,1,492,0,492,0
028,Alandur,136,136,216,146,0,20,0,1,6,1,0,0,1,0,0,0,391,0,391,0
028,Alandur,137,137,286,199,0,16,6,1,4,0,0,1,1,2,0,10,526,0,526,0
028,Alandur,138,138,353,235,16,41,18,1,13,0,0,0,1,1,1,14,694,0,694,0
028,Alandur,139,139,267,174,9,31,15,1,10,0,0,0,0,0,1,14,522,0,522,0
028,Alandur,140,140,219,173,14,38,9,0,4,0,0,0,0,0,0,9,466,0,466,0
028,Alandur,141,141,231,137,34,45,48,0,23,1,0,0,0,1,0,11,531,0,531,0
028,Alandur,142,142,389,278,19,84,56,0,12,3,0,0,0,3,0,13,857,0,857,0
028,Alandur,143,143,190,163,13,35,22,0,9,0,0,0,1,0,0,8,441,0,441,0
028,Alandur,144,144,172,160,2,35,16,0,4,1,0,0,0,0,0,6,396,0,396,0
028,Alandur,145,145,230,225,8,48,6,0,3,1,1,1,0,0,4,5,532,0,532,0
028,Alandur,146,146,51,31,4,14,6,0,5,0,0,0,1,0,0,1,113,0,113,0
028,Alandur,147,147,249,197,9,29,5,0,14,0,0,0,0,0,0,7,510,0,510,0
028,Alandur,148,148,240,186,5,11,4,0,5,0,0,0,1,0,0,6,458,0,458,0
028,Alandur,149,149,261,198,5,27,3,0,8,0,0,0,0,0,2,4,508,0,508,0
028,Alandur,150,150,251,171,9,26,7,0,12,1,0,0,0,0,0,7,484,0,484,0
028,Alandur,151,151,321,279,7,29,8,0,3,0,0,0,0,0,1,13,661,0,661,0
028,Alandur,152,152,137,273,3,28,8,0,3,0,0,0,0,0,0,1,453,0,453,0
028,Alandur,153,153,259,253,7,17,3,1,4,0,0,0,1,1,0,2,548,0,548,0
028,Alandur,154,154,226,204,9,15,7,1,3,0,0,0,0,0,0,3,468,0,468,0
028,Alandur,155,155,453,380,13,61,52,1,11,0,0,0,0,1,1,8,981,0,981,0
028,Alandur,156,156,294,302,14,39,28,0,11,0,0,0,0,0,1,8,697,0,697,0
028,Alandur,157,157,331,298,5,39,0,0,10,0,0,0,0,1,0,2,686,0,686,0
028,Alandur,158,158,409,389,12,33,20,0,7,0,0,0,0,0,5,12,887,0,887,0
028,Alandur,159,159,261,239,3,19,8,0,5,0,0,0,0,0,1,4,540,0,540,0
028,Alandur,160,160,425,350,17,69,14,0,10,0,1,2,1,1,0,7,897,0,897,0
028,Alandur,161,161,260,219,1,50,21,1,3,0,0,0,2,0,1,7,565,0,565,0
028,Alandur,162,162,353,172,6,34,32,1,4,0,0,1,0,0,0,5,608,0,608,0
028,Alandur,163,163,280,87,7,51,48,0,1,2,0,0,1,0,0,1,478,0,478,0
028,Alandur,164,164,166,171,1,48,56,0,2,0,0,0,1,0,0,2,447,0,447,0
028,Alandur,165,165,155,110,9,33,4,0,3,1,0,0,0,0,1,7,323,0,323,0
028,Alandur,166,166,243,207,11,22,9,0,5,0,0,1,0,0,1,13,512,0,512,0
028,Alandur,167,167,391,248,6,45,5,1,8,0,0,0,0,1,3,13,721,0,721,0
028,Alandur,168,168,255,105,2,10,7,1,6,0,0,0,0,0,0,13,399,0,399,0
028,Alandur,169,169,169,129,3,26,3,0,11,0,1,0,0,0,0,9,351,0,351,0
028,Alandur,170,170,290,151,7,22,5,0,4,0,0,0,0,0,0,4,483,0,483,0
028,Alandur,171,171,214,158,8,28,2,0,7,0,1,0,1,0,0,4,423,0,423,0
028,Alandur,172,172,498,301,4,39,8,0,17,0,0,1,0,1,1,11,881,0,881,0
028,Alandur,173,173,381,251,9,15,1,0,4,0,0,0,1,0,1,6,669,0,669,0
028,Alandur,174,174,173,142,7,21,1,0,6,0,0,0,1,0,1,4,356,0,356,0
028,Alandur,175,175,333,201,8,30,6,0,10,0,0,0,0,0,0,17,605,0,605,0
028,Alandur,176,176,82,52,7,2,11,0,3,0,0,1,0,0,1,7,166,0,166,0
028,Alandur,177,177,115,50,4,11,5,0,5,0,0,0,0,1,1,4,196,0,196,0
028,Alandur,178,178,240,169,6,26,5,0,8,0,0,0,0,0,0,11,465,0,465,0
028,Alandur,179,179,152,80,1,9,2,0,1,0,0,0,0,0,1,8,254,0,254,0
028,Alandur,180,180,163,131,8,20,6,0,6,0,0,0,0,1,1,5,341,0,341,0
028,Alandur,181,181,193,133,6,16,8,0,6,0,0,1,1,0,2,7,373,0,373,0
028,Alandur,182,182,318,177,12,20,8,0,16,2,2,0,1,0,3,9,568,0,568,0
028,Alandur,183,183,270,238,6,22,6,0,6,0,0,1,0,0,0,11,560,0,560,0
028,Alandur,184,184,251,197,9,25,3,0,4,1,0,0,0,0,2,4,496,0,496,0
028,Alandur,185,185,320,163,21,43,6,2,15,1,0,1,0,0,4,19,595,0,595,0
028,Alandur,186,186,185,122,5,8,10,1,5,0,0,0,0,0,0,7,343,0,343,0
028,Alandur,187,187,204,95,11,14,11,0,5,0,0,0,0,0,0,18,358,0,358,0
028,Alandur,188,188,354,173,10,18,1,1,10,0,0,0,0,1,1,11,580,0,580,0
028,Alandur,189,189,389,255,18,39,5,1,1,0,1,0,0,0,0,21,730,0,730,0
028,Alandur,190,190,222,127,4,21,3,0,2,0,0,0,0,0,0,10,389,0,389,0
028,Alandur,191,191,155,98,16,9,14,0,2,0,0,0,0,0,0,8,302,0,302,0
028,Alandur,192,192,146,121,5,29,4,0,3,0,0,0,0,1,0,3,312,0,312,0
028,Alandur,193,193,184,111,9,40,2,0,2,0,0,0,0,0,1,6,355,0,355,0
028,Alandur,194,194,461,199,8,75,5,0,7,1,0,0,0,0,3,10,769,0,769,0
028,Alandur,195,195,307,141,8,37,1,0,1,0,0,1,1,0,1,12,510,0,510,0
028,Alandur,196,196,185,131,22,12,12,0,4,0,0,0,0,1,2,11,380,0,380,0
028,Alandur,197,197,90,58,7,12,11,0,6,0,0,0,0,0,0,6,190,0,190,0
028,Alandur,198,198,184,61,3,9,2,0,1,0,0,0,0,0,0,5,265,0,265,0
028,Alandur,199,199,286,260,34,34,11,1,11,1,1,1,0,1,1,17,659,0,659,0
028,Alandur,200,200,234,300,19,18,4,0,5,0,0,0,0,2,0,4,586,0,586,0
028,Alandur,201,201,238,214,12,19,6,0,16,0,0,0,0,2,0,5,512,0,512,0
028,Alandur,202,202,165,112,25,9,12,0,6,0,0,0,0,0,0,17,346,0,346,0
028,Alandur,203,203,252,155,2,10,6,0,0,0,0,0,0,1,0,9,435,0,435,0
028,Alandur,204,204,280,182,5,13,4,0,4,2,0,1,1,1,1,4,498,0,498,0
028,Alandur,205,205,397,286,13,30,25,0,9,0,1,1,0,0,0,14,776,0,776,0
028,Alandur,206,206,302,171,1,26,1,0,0,0,0,0,0,0,3,8,512,0,512,0
028,Alandur,207,207,273,157,14,41,16,0,9,0,0,0,0,0,0,15,525,0,525,0
028,Alandur,208,208,259,171,15,9,15,0,7,0,0,0,0,0,0,15,491,0,491,0
028,Alandur,209,209,248,180,9,18,6,0,6,0,0,0,1,0,1,4,473,0,473,0
028,Alandur,210,210,306,239,8,23,6,0,3,1,0,1,0,0,2,11,600,0,600,0
028,Alandur,211,211,143,192,8,11,1,0,7,1,1,0,1,0,2,5,372,0,372,0
028,Alandur,212,212,336,358,3,7,6,0,5,0,0,1,1,2,0,12,731,0,731,0
028,Alandur,213,213,190,208,9,15,5,1,3,0,0,0,0,0,0,5,436,0,436,0
028,Alandur,214,214,137,124,3,2,4,0,1,0,0,0,0,0,3,5,279,0,279,0
028,Alandur,215,215,380,443,17,29,12,0,3,1,0,0,0,0,2,12,899,0,899,0
028,Alandur,216,216,170,119,7,7,0,0,1,0,0,0,0,0,1,5,310,0,310,0
028,Alandur,217,217,335,258,34,35,18,1,14,0,1,1,0,0,0,21,718,0,718,0
028,Alandur,218,218,332,230,11,46,23,0,15,0,0,0,1,0,2,13,673,0,673,0
028,Alandur,219,219,324,174,13,26,25,0,10,1,1,0,0,0,0,11,585,0,585,0
028,Alandur,220,220,280,192,6,42,15,0,5,0,0,0,1,0,1,11,553,0,553,0
028,Alandur,221,221,302,208,22,43,13,2,14,0,0,0,0,2,0,13,619,0,619,0
028,Alandur,222,222,199,126,6,14,8,3,8,0,0,0,0,0,0,8,372,0,372,0
028,Alandur,223,223,440,278,26,48,31,0,14,0,0,0,1,0,10,22,870,0,870,0
028,Alandur,224,224,528,254,19,21,13,0,9,1,0,0,0,0,9,8,862,0,862,0
028,Alandur,225,225,309,282,20,54,20,0,15,0,0,0,2,0,9,18,729,0,729,0
028,Alandur,226,226,377,248,11,48,10,1,6,0,1,1,1,0,2,16,722,0,722,0
028,Alandur,227,227,388,223,7,29,8,0,11,0,0,0,0,0,2,9,677,0,677,0
028,Alandur,228,228,311,267,10,42,10,0,4,0,0,0,0,0,3,10,657,0,657,0
028,Alandur,229,229,261,249,26,31,11,0,16,0,0,1,0,0,2,12,609,0,609,0
028,Alandur,230,230,222,153,8,42,21,0,12,0,0,0,0,0,1,10,469,0,469,0
028,Alandur,231,231,318,188,34,35,14,0,18,1,1,0,0,0,1,15,625,0,625,0
028,Alandur,232,232,163,118,20,17,7,1,4,1,0,0,0,0,2,6,339,0,339,0
028,Alandur,233,233,428,236,28,49,17,5,18,1,0,0,0,0,7,13,802,0,802,0
028,Alandur,234,234,465,319,19,36,11,0,11,0,0,0,0,0,0,15,876,0,876,0
028,Alandur,235,235,209,125,19,27,15,0,7,0,0,1,1,0,1,20,425,0,425,0
028,Alandur,236,236,254,134,36,28,9,1,14,0,0,1,0,0,6,17,500,0,500,0
028,Alandur,237,237,199,140,71,41,22,0,19,0,0,1,0,1,2,25,521,0,521,0
028,Alandur,238,238,400,309,8,16,6,0,7,0,0,0,1,0,1,9,757,0,757,0
028,Alandur,239,239,444,320,22,42,10,4,14,1,1,0,0,1,5,8,872,0,872,0
028,Alandur,240,240,360,241,11,22,16,0,6,0,0,0,0,0,0,11,667,0,667,0
028,Alandur,241,241,322,197,26,48,24,0,25,0,0,0,0,0,1,18,661,0,661,0
028,Alandur,242,242,446,327,11,42,9,0,7,0,1,0,0,0,2,13,858,0,858,0
028,Alandur,243,243,387,211,23,48,18,0,16,0,0,0,0,0,4,22,729,0,729,0
028,Alandur,244,244,120,83,14,8,4,0,8,0,0,0,0,0,0,10,247,0,247,0
028,Alandur,245,245,238,207,35,35,10,0,5,0,0,3,0,0,2,14,549,0,549,0
028,Alandur,246,246,283,206,30,39,21,0,23,0,0,1,1,0,1,21,626,0,626,0
028,Alandur,247,247,257,207,55,24,26,2,9,0,0,0,0,0,1,17,598,0,598,0
028,Alandur,248,248,353,273,58,32,23,1,17,0,0,2,0,0,1,20,780,0,780,0
028,Alandur,249,249,192,205,112,20,17,2,8,1,0,1,2,3,2,9,574,0,574,0
028,Alandur,250,250,253,227,57,29,8,2,19,0,1,0,1,0,1,30,628,0,628,0
028,Alandur,251,251,270,241,91,35,13,0,16,0,0,0,0,0,2,16,684,0,684,0
028,Alandur,252,252,205,174,55,22,16,1,19,0,0,0,0,0,0,14,506,0,506,0
028,Alandur,253,253,180,119,49,24,17,0,18,0,1,1,0,0,1,15,425,0,425,0
028,Alandur,254,254,254,207,43,35,21,0,23,3,0,0,0,0,1,22,609,0,609,0
028,Alandur,255,255,260,208,99,58,5,0,11,0,0,2,0,1,0,19,663,0,663,0
028,Alandur,256,256,305,227,68,52,17,3,17,0,0,2,0,1,1,16,709,0,709,0
028,Alandur,257,257,184,235,40,30,17,1,10,0,1,2,0,0,0,14,534,0,534,0
028,Alandur,258,258,221,285,23,23,28,0,7,1,0,0,0,0,2,18,608,0,608,0
028,Alandur,259,259,235,217,33,18,23,1,9,1,0,1,0,1,6,11,556,0,556,0
028,Alandur,260,260,201,163,36,28,21,4,10,0,0,0,0,0,3,19,485,0,485,0
028,Alandur,261,261,352,306,16,160,15,0,5,0,0,0,0,0,3,12,869,0,869,0
028,Alandur,262,262,227,95,16,11,4,0,3,0,0,0,1,0,1,7,365,0,365,0
028,Alandur,263,263,315,172,6,32,8,0,12,0,0,0,0,0,0,8,553,0,553,0
028,Alandur,264,264,165,101,10,19,6,0,1,0,0,0,0,0,0,5,307,0,307,0
028,Alandur,265,265,352,177,2,12,7,0,4,1,0,0,0,0,1,19,575,0,575,0
028,Alandur,266,266,183,133,5,11,6,0,3,0,0,2,0,0,0,9,352,0,352,0
028,Alandur,267,267,426,179,1,20,5,0,4,1,0,0,0,0,1,26,663,0,663,0
028,Alandur,268,268,465,237,9,7,9,0,10,0,0,1,0,0,4,8,750,0,750,0
028,Alandur,269,269,241,137,6,19,8,0,10,0,0,0,0,0,3,5,429,0,429,0
028,Alandur,270,270,301,208,5,12,2,0,3,0,0,0,0,2,1,10,544,0,544,0
028,Alandur,271,271,170,83,6,16,6,0,7,0,0,0,0,0,0,8,296,0,296,0
028,Alandur,272,272,179,124,4,18,9,0,20,0,0,0,0,0,2,15,371,0,371,0
028,Alandur,273,273,225,138,33,30,11,1,13,0,0,0,0,0,0,17,468,0,468,0
028,Alandur,274,274,119,68,34,17,8,0,14,0,0,0,0,0,2,2,264,0,264,0
028,Alandur,275,275,220,91,18,31,14,0,13,6,0,0,0,0,0,10,403,0,403,0
028,Alandur,276,276,243,149,7,17,8,0,12,0,0,1,0,0,1,22,460,0,460,0
028,Alandur,277,277,382,252,14,37,7,0,10,2,0,1,0,1,1,10,717,0,717,0
028,Alandur,278,278,183,152,3,6,1,0,1,1,0,0,0,0,0,10,357,0,357,0
028,Alandur,279,279,432,253,6,93,0,0,9,0,0,0,1,0,1,7,802,0,802,0
028,Alandur,280,280,151,97,10,13,0,0,8,0,0,0,0,0,0,3,282,0,282,0
028,Alandur,281,281,361,167,13,21,8,0,6,0,0,0,0,0,3,20,599,0,599,0
028,Alandur,282,282,349,146,12,35,11,0,13,1,1,1,1,2,3,10,585,0,585,0
028,Alandur,283,283,228,175,24,44,12,1,20,0,0,0,0,0,3,18,525,0,525,0
028,Alandur,284,284,322,258,11,22,44,2,16,0,0,0,0,0,1,19,695,0,695,0
028,Alandur,285,285,343,280,50,27,34,0,24,0,1,1,0,0,4,11,775,0,775,0
028,Alandur,286,286,214,200,34,30,5,0,16,0,0,0,0,0,5,18,522,0,522,0
028,Alandur,287,287,258,191,106,38,17,2,19,0,0,0,1,0,4,18,654,0,654,0
028,Alandur,288,288,177,194,140,36,20,0,21,1,0,0,0,0,3,25,617,0,617,0
028,Alandur,289,289,122,194,132,20,12,0,15,0,0,1,0,0,4,13,513,0,513,0
028,Alandur,290,290,154,216,151,31,10,0,10,0,0,0,1,0,0,22,595,0,595,0
028,Alandur,291,291,267,290,128,30,23,0,17,0,1,1,0,2,1,34,794,0,794,0
028,Alandur,292,292,151,251,187,30,11,1,16,1,0,0,0,0,0,24,672,0,672,0
