ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,candidate_15,candidate_16,total_valid,rejected,total,tendered
037,Kancheepuram,18,18,244,32,7,301,7,6,0,16,1,2,0,0,3,1,0,10,630,0,630,0
037,Kancheepuram,19,19,296,9,1,82,0,1,1,72,0,0,0,0,0,1,0,3,466,0,466,0
037,Kancheepuram,20,20,436,30,8,362,3,2,0,3,0,0,0,0,1,0,4,10,859,0,859,0
037,Kancheepuram,21,21,276,24,1,139,2,1,2,220,0,1,0,0,0,1,1,19,687,0,687,0
037,Kancheepuram,22,22,292,8,0,258,11,5,0,54,0,0,0,0,0,2,0,5,635,0,635,0
037,Kancheepuram,23,23,213,26,1,263,8,1,0,60,0,0,0,1,0,0,0,10,583,0,583,0
037,Kancheepuram,24,24,238,17,1,268,13,7,3,82,0,0,0,0,0,1,0,5,635,0,635,0
037,Kancheepuram,25,25,395,14,2,418,7,10,1,54,0,1,1,2,2,0,2,13,922,0,922,0
037,Kancheepuram,26,26,309,21,2,450,10,8,0,163,2,0,0,1,1,0,1,7,975,0,975,0
037,Kancheepuram,27,27,129,8,3,131,0,0,7,312,1,0,0,0,0,0,3,4,598,0,598,0
037,Kancheepuram,28,28,200,11,0,155,0,0,2,158,0,0,1,0,0,2,0,2,531,0,531,0
037,Kancheepuram,29,29,209,38,0,121,15,0,1,74,0,0,0,1,1,2,0,4,466,0,466,0
037,Kancheepuram,30,30,186,22,16,165,4,1,7,249,1,0,0,0,1,0,1,7,660,0,660,0
037,Kancheepuram,31,31,141,12,1,112,4,1,5,265,1,0,0,1,0,0,1,2,546,0,546,0
037,Kancheepuram,32,32,134,5,0,132,4,0,3,162,2,0,0,0,1,1,2,3,449,0,449,0
037,Kancheepuram,33,33,228,32,3,365,15,1,5,408,1,1,1,1,2,1,4,12,1080,0,1080,0
037,Kancheepuram,34,34,117,13,1,105,0,0,4,351,2,0,0,1,2,0,0,3,599,0,599,0
037,Kancheepuram,35,35,306,6,0,121,0,1,2,81,0,0,0,0,0,0,0,3,520,0,520,0
037,Kancheepuram,36,36,219,15,3,197,3,5,5,420,2,1,0,0,0,0,4,5,879,0,879,0
037,Kancheepuram,37,37,185,11,1,206,0,0,0,180,1,0,0,0,0,0,1,5,590,0,590,0
037,Kancheepuram,38,38,175,9,0,123,1,1,1,68,0,0,0,0,0,0,0,3,381,0,381,0
037,Kancheepuram,39,39,456,18,2,251,7,2,2,144,0,0,0,1,2,0,5,11,901,0,901,0
037,Kancheepuram,40,40,259,33,1,346,2,1,2,356,8,0,6,2,3,2,2,12,1035,0,1035,0
037,Kancheepuram,41,41,662,32,2,321,10,4,0,12,0,1,1,0,2,1,0,19,1067,0,1067,0
037,Kancheepuram,42,42,270,25,2,315,2,4,2,109,1,0,0,1,0,0,0,1,732,0,732,0
037,Kancheepuram,43,43,339,42,2,367,2,2,1,162,0,0,0,0,3,0,1,3,924,0,924,0
037,Kancheepuram,44,44,215,11,0,367,9,2,3,173,0,2,0,0,0,2,1,7,792,0,792,0
037,Kancheepuram,45,45,458,24,1,208,4,11,1,11,0,0,0,1,0,0,1,3,723,0,723,0
037,Kancheepuram,46,46,371,37,12,293,20,2,1,10,0,0,1,1,2,1,1,14,766,0,766,0
037,Kancheepuram,47,47,228,17,1,390,19,0,1,198,0,0,0,2,3,1,0,8,868,0,868,0
037,Kancheepuram,48,48,418,34,8,491,11,5,1,20,0,0,1,1,1,1,4,8,1004,0,1004,0
037,Kancheepuram,49,49,291,40,44,268,4,1,2,133,0,0,0,1,0,1,1,9,795,0,795,0
037,Kancheepuram,50,50,181,27,9,152,6,4,5,116,2,2,0,0,1,2,5,13,525,0,525,0
037,Kancheepuram,51,51,334,17,0,402,6,2,1,144,0,0,1,0,0,1,0,6,914,0,914,0
037,Kancheepuram,52,52,274,25,1,96,8,6,0,24,0,0,0,0,0,0,1,12,447,0,447,0
037,Kancheepuram,53,53,350,23,0,162,14,6,0,55,0,0,0,1,0,0,0,12,623,0,623,0
037,Kancheepuram,54,54,239,34,0,133,12,11,2,22,0,0,0,0,0,0,2,10,465,0,465,0
037,Kancheepuram,55,55,317,21,0,140,13,7,0,42,0,0,0,1,0,0,7,16,564,0,564,0
037,Kancheepuram,56,56,338,44,5,155,18,19,3,36,0,0,0,0,0,0,11,38,667,0,667,0
037,Kancheepuram,57,57,220,41,1,127,23,14,1,43,1,0,0,0,0,0,2,21,494,0,494,0
037,Kancheepuram,58,58,319,42,0,229,6,8,0,62,0,0,0,0,1,0,3,17,687,0,687,0
037,Kancheepuram,59,59,389,33,1,217,17,9,2,26,0,0,0,0,1,0,4,29,728,0,728,0
037,Kancheepuram,60,60,263,39,2,129,19,8,2,32,0,0,0,0,0,1,2,11,508,0,508,0
037,Kancheepuram,61,61,233,22,0,116,12,4,0,21,0,0,0,0,3,0,1,12,424,0,424,0
037,Kancheepuram,62,62,466,32,3,196,31,11,2,53,0,0,1,0,0,0,2,16,813,0,813,0
037,Kancheepuram,63,63,245,23,0,188,14,3,0,22,0,0,0,0,1,0,0,10,506,0,506,0
037,Kancheepuram,64,64,256,30,0,167,35,13,1,38,0,1,0,0,0,1,3,11,556,0,556,0
037,Kancheepuram,65,65,395,82,3,352,14,6,1,34,1,0,0,1,1,1,0,28,919,0,919,0
037,Kancheepuram,66,66,259,26,0,141,6,0,4,274,1,1,0,1,1,0,2,9,725,0,725,0
037,Kancheepuram,67,67,324,25,2,178,3,4,8,240,1,0,0,0,1,1,3,13,803,0,803,0
037,Kancheepuram,68,68,202,23,1,203,8,3,3,205,0,0,0,0,0,1,1,6,656,0,656,0
037,Kancheepuram,69,69,248,19,5,167,11,3,4,194,2,1,2,0,0,0,1,10,667,0,667,0
037,Kancheepuram,70,70,261,43,4,315,3,1,0,9,1,0,0,0,4,1,3,4,649,0,649,0
037,Kancheepuram,71,71,273,45,13,299,6,5,1,4,1,1,1,0,0,0,2,2,653,0,653,0
037,Kancheepuram,72,72,339,47,1,209,15,27,1,79,1,0,0,0,0,0,5,22,746,0,746,0
037,Kancheepuram,73,73,314,34,1,297,13,8,1,46,0,0,0,0,0,0,1,13,728,0,728,0
037,Kancheepuram,74,74,509,16,1,142,2,1,1,4,0,0,0,0,0,0,1,14,691,0,691,0
037,Kancheepuram,75,75,282,10,1,114,3,1,0,21,0,0,0,0,1,0,0,6,439,0,439,0
037,Kancheepuram,76,76,281,33,0,220,8,1,0,34,0,0,1,0,0,0,0,4,582,0,582,0
037,Kancheepuram,77,77,354,26,1,285,10,8,1,69,0,0,0,0,0,0,3,11,768,0,768,0
037,Kancheepuram,78,78,412,18,2,402,17,7,0,96,0,1,0,1,0,0,1,11,968,0,968,0
037,Kancheepuram,79,79,281,25,0,182,14,4,1,25,0,1,0,0,0,0,0,14,547,0,547,0
037,Kancheepuram,80,80,346,21,3,305,22,15,0,67,0,0,2,0,0,0,2,12,795,0,795,0
037,Kancheepuram,81,81,404,55,2,322,23,15,0,246,1,1,1,1,0,0,4,13,1088,0,1088,0
037,Kancheepuram,82,82,326,49,3,265,31,8,2,62,0,2,0,1,0,0,1,19,769,0,769,0
037,Kancheepuram,83,83,262,31,0,201,44,4,1,48,0,0,0,0,0,2,2,23,618,0,618,0
037,Kancheepuram,84,84,299,15,3,308,31,8,1,40,0,0,0,0,0,0,2,9,716,0,716,0
037,Kancheepuram,85,85,331,21,0,233,5,9,0,61,0,1,0,0,1,1,1,11,675,0,675,0
037,Kancheepuram,86,86,359,14,1,216,22,6,2,63,2,0,0,0,0,0,0,9,694,0,694,0
037,Kancheepuram,87,87,294,19,0,163,5,7,2,120,1,0,0,0,0,1,2,6,620,0,620,0
037,Kancheepuram,88,88,486,40,1,338,16,4,0,63,0,0,0,1,0,0,1,8,958,0,958,0
037,Kancheepuram,89,89,220,22,2,179,11,0,0,15,0,0,0,0,0,0,0,9,458,0,458,0
037,Kancheepuram,90,90,257,20,1,222,7,5,4,94,0,1,0,0,0,0,0,9,620,0,620,0
037,Kancheepuram,91,91,195,19,1,136,11,2,2,73,1,0,0,0,0,1,3,12,456,0,456,0
037,Kancheepuram,92,92,266,7,0,196,13,7,4,74,1,0,0,0,0,0,1,5,574,0,574,0
037,Kancheepuram,93,93,134,16,0,128,9,4,1,18,0,0,0,0,0,1,1,8,320,0,320,0
037,Kancheepuram,94,94,274,28,1,191,9,11,5,96,0,0,0,0,1,0,1,12,629,0,629,0
037,Kancheepuram,95,95,346,52,0,295,6,8,4,206,1,0,0,1,2,0,1,11,933,0,933,0
037,Kancheepuram,96,96,375,27,1,278,22,13,3,60,0,0,1,0,0,0,1,25,806,0,806,0
037,Kancheepuram,97,97,285,8,0,154,9,8,4,68,1,1,0,0,0,0,0,8,546,0,546,0
037,Kancheepuram,98,98,207,12,1,131,7,3,2,57,0,0,0,0,0,0,1,8,429,0,429,0
037,Kancheepuram,99,99,406,23,1,222,5,3,2,143,0,1,0,1,1,1,1,21,831,0,831,0
037,Kancheepuram,100,100,589,25,0,315,7,3,1,142,0,0,1,0,1,0,2,12,1098,0,1098,0
037,Kancheepuram,101,101,221,26,0,164,12,6,0,56,0,0,1,0,0,0,0,8,494,0,494,0
037,Kancheepuram,102,102,307,24,2,202,5,0,3,129,2,0,0,1,0,0,2,13,690,0,690,0
037,Kancheepuram,103,103,249,22,1,202,11,6,1,134,2,1,0,0,1,0,4,16,650,0,650,0
037,Kancheepuram,104,104,354,34,1,280,14,4,6,139,1,0,0,1,0,1,2,27,864,0,864,0
037,Kancheepuram,105,105,320,27,1,248,13,3,2,98,0,0,2,0,0,0,0,18,732,0,732,0
037,Kancheepuram,106,106,350,37,0,319,21,11,5,64,0,2,0,2,0,4,9,26,850,0,850,0
037,Kancheepuram,107,107,347,25,1,236,22,2,4,240,0,1,0,0,0,0,1,11,890,0,890,0
037,Kancheepuram,108,108,281,15,0,227,15,5,1,62,0,0,0,0,0,1,0,12,619,0,619,0
037,Kancheepuram,109,109,205,17,1,248,45,5,0,45,0,0,0,0,0,0,2,12,580,0,580,0
037,Kancheepuram,110,110,284,32,2,236,25,12,7,36,0,2,2,1,1,0,2,17,659,0,659,0
037,Kancheepuram,111,111,424,23,0,270,18,11,4,47,1,0,0,0,0,0,1,13,812,0,812,0
037,Kancheepuram,112,112,454,31,1,208,34,9,3,63,1,0,0,0,0,0,1,17,822,0,822,0
037,Kancheepuram,113,113,147,6,0,118,6,2,2,12,1,0,0,0,0,0,4,2,300,0,300,0
037,Kancheepuram,114,114,464,34,0,438,30,10,1,54,1,0,0,0,0,0,0,32,1064,0,1064,0
037,Kancheepuram,115,115,244,22,0,196,17,8,0,50,0,1,0,0,0,0,0,8,546,0,546,0
037,Kancheepuram,116,116,197,16,1,217,8,4,5,123,0,0,0,1,1,0,2,6,581,0,581,0
037,Kancheepuram,117,117,309,46,1,408,12,7,2,158,0,1,0,3,1,0,1,15,964,0,964,0
037,Kancheepuram,118,118,283,21,2,361,4,2,2,128,0,0,0,0,0,0,1,7,811,0,811,0
037,Kancheepuram,119,119,354,36,3,399,17,2,4,211,3,0,1,0,0,0,17,17,1064,0,1064,0
037,Kancheepuram,120,120,235,21,2,335,11,4,2,138,0,0,0,0,1,2,3,5,759,0,759,0
037,Kancheepuram,121,121M,217,24,1,258,10,4,2,24,1,0,0,0,0,0,4,11,556,0,556,0
037,Kancheepuram,122,121A(W),212,16,1,273,11,2,1,12,0,0,0,0,0,0,1,6,535,0,535,0
037,Kancheepuram,123,122,136,28,0,124,11,7,1,36,0,0,0,0,0,0,1,5,349,0,349,0
037,Kancheepuram,124,123,360,47,1,421,19,11,0,22,1,1,0,0,0,1,1,18,903,0,903,0
037,Kancheepuram,125,124,288,36,2,339,12,3,0,22,1,0,0,0,1,0,4,16,724,0,724,0
037,Kancheepuram,126,125,344,43,0,461,21,4,0,27,0,0,0,0,3,0,2,12,917,0,917,0
037,Kancheepuram,127,126,99,15,2,178,6,1,0,6,0,0,0,0,1,0,0,5,313,0,313,0
037,Kancheepuram,128,127,287,37,1,388,10,7,3,21,1,1,0,0,0,1,1,14,772,0,772,0
037,Kancheepuram,129,128,410,38,6,595,18,21,0,32,0,1,0,0,3,0,2,13,1139,0,1139,0
037,Kancheepuram,130,129,244,23,1,274,8,10,1,6,0,2,0,0,0,0,0,18,587,0,587,0
037,Kancheepuram,131,130,310,24,1,357,7,6,0,6,0,0,1,0,0,1,2,10,725,0,725,0
037,Kancheepuram,132,131,247,52,0,377,12,10,1,9,0,0,0,0,1,1,1,13,724,0,724,0
037,Kancheepuram,133,132,158,36,2,383,11,4,0,13,0,1,0,0,2,0,1,11,622,0,622,0
037,Kancheepuram,134,133,217,50,1,552,17,7,1,16,0,0,0,0,1,0,0,13,875,0,875,0
037,Kancheepuram,135,134,311,27,1,353,24,10,0,7,1,1,0,0,0,0,8,17,760,0,760,0
037,Kancheepuram,136,135,437,46,2,535,14,14,0,33,0,0,0,0,2,0,2,18,1103,0,1103,0
037,Kancheepuram,137,136,330,37,3,331,15,8,1,30,0,0,1,0,0,0,4,18,778,0,778,0
037,Kancheepuram,138,137,231,21,2,310,5,9,1,43,2,0,0,0,0,1,2,8,635,0,635,0
037,Kancheepuram,139,138,277,26,1,240,11,14,0,21,0,0,0,0,1,0,0,12,603,0,603,0
037,Kancheepuram,140,139,300,25,1,242,10,12,1,34,0,0,0,0,0,0,0,14,639,0,639,0
037,Kancheepuram,141,140,250,24,1,192,16,9,2,32,0,0,0,0,0,1,1,20,548,0,548,0
037,Kancheepuram,142,141,340,35,1,280,21,12,0,147,0,0,0,1,0,0,3,14,854,0,854,0
037,Kancheepuram,143,142,352,33,0,326,23,9,5,97,0,0,0,0,0,0,2,33,880,0,880,0
037,Kancheepuram,144,143,357,36,1,359,15,8,3,153,1,0,0,0,0,1,0,14,948,0,948,0
037,Kancheepuram,145,144,338,28,1,412,18,11,2,98,1,1,0,0,1,2,3,16,932,0,932,0
037,Kancheepuram,146,145,228,15,0,244,10,12,1,26,1,0,0,0,1,0,0,11,549,0,549,0
037,Kancheepuram,147,146,160,53,1,248,2,3,0,93,1,0,0,1,0,2,1,12,577,0,577,0
037,Kancheepuram,148,147,171,18,1,233,5,4,1,94,0,0,0,0,4,0,3,4,538,0,538,0
037,Kancheepuram,149,148,248,50,3,534,9,12,6,264,2,1,1,1,1,1,1,16,1150,0,1150,0
037,Kancheepuram,150,149,204,16,1,114,22,8,1,30,0,0,0,0,0,1,0,12,409,0,409,0
037,Kancheepuram,151,150,245,14,2,258,6,5,0,55,1,0,0,0,0,0,1,9,596,0,596,0
037,Kancheepuram,152,151,302,27,0,280,19,7,0,75,0,0,0,1,0,0,3,26,740,0,740,0
037,Kancheepuram,153,152,299,26,1,148,9,7,0,48,0,0,0,0,0,0,1,13,552,0,552,0
037,Kancheepuram,154,153,230,45,1,255,7,8,2,26,0,0,0,0,0,0,0,17,591,0,591,0
037,Kancheepuram,155,154,148,16,0,201,21,5,0,14,0,0,0,0,0,0,0,6,411,0,411,0
037,Kancheepuram,156,155,187,25,1,174,14,3,1,26,0,0,0,0,0,0,0,5,436,0,436,0
037,Kancheepuram,157,156,370,54,1,279,34,9,1,57,0,1,0,1,0,1,1,24,833,0,833,0
037,Kancheepuram,158,157,422,23,1,353,22,2,0,64,0,0,0,0,0,0,1,25,913,0,913,0
037,Kancheepuram,159,158,227,27,0,210,14,6,0,22,1,0,0,0,0,1,0,10,518,0,518,0
037,Kancheepuram,160,159,231,20,0,169,8,7,1,22,0,0,0,0,0,0,0,7,465,0,465,0
037,Kancheepuram,161,160,412,44,0,412,15,11,1,72,0,0,0,1,0,0,0,20,988,0,988,0
037,Kancheepuram,162,161,568,84,4,244,9,8,2,22,0,0,0,0,1,0,2,11,955,0,955,0
037,Kancheepuram,163,162,298,10,1,355,13,7,1,57,0,0,0,0,0,0,0,13,755,0,755,0
037,Kancheepuram,164,163,386,25,0,384,15,12,3,65,1,0,0,0,0,0,0,11,902,0,902,0
037,Kancheepuram,165,164,245,10,0,196,7,7,0,11,0,0,1,0,0,0,0,9,486,0,486,0
037,Kancheepuram,166,165,445,28,0,335,12,2,0,17,0,0,0,0,1,0,1,19,860,0,860,0
037,Kancheepuram,167,166,311,18,0,223,13,3,0,19,0,0,0,0,0,1,1,10,599,0,599,0
037,Kancheepuram,168,167,530,34,1,324,22,18,2,68,2,1,0,0,1,1,0,25,1029,0,1029,0
037,Kancheepuram,169,168,176,31,1,331,9,0,0,35,0,0,0,0,1,1,2,7,594,0,594,0
037,Kancheepuram,170,169,193,21,0,355,6,4,0,41,2,0,0,0,0,1,1,9,633,0,633,0
037,Kancheepuram,171,170,137,12,0,120,5,6,0,23,0,0,0,0,0,0,4,9,316,0,316,0
037,Kancheepuram,172,171,294,20,0,274,5,7,0,41,0,0,0,0,1,0,1,17,660,0,660,0
037,Kancheepuram,173,172,236,19,1,122,18,6,1,21,2,0,0,0,0,0,3,7,436,0,436,0
037,Kancheepuram,174,173,199,26,0,139,8,8,0,17,1,0,0,0,0,0,1,16,415,0,415,0
037,Kancheepuram,175,174,427,61,0,387,7,11,2,33,0,0,0,1,0,0,1,22,952,0,952,0
037,Kancheepuram,176,175,384,61,2,229,6,6,2,33,0,0,1,0,1,0,1,10,736,0,736,0
037,Kancheepuram,177,176,332,32,1,175,10,7,1,34,0,0,0,0,0,0,0,19,611,0,611,0
037,Kancheepuram,178,177,234,26,0,204,26,5,1,25,1,0,0,0,0,0,1,19,542,0,542,0
037,Kancheepuram,179,178,357,67,0,286,31,14,2,35,3,0,1,0,0,0,1,49,846,0,846,0
037,Kancheepuram,180,179,332,37,0,324,11,16,0,13,1,0,0,0,0,0,4,7,745,0,745,0
037,Kancheepuram,181,180,215,33,0,247,6,4,1,63,0,0,0,0,0,0,0,16,585,0,585,0
037,Kancheepuram,182,181,249,28,1,248,17,4,0,24,0,0,1,0,0,0,0,8,580,0,580,0
037,Kancheepuram,183,182,258,43,0,254,10,9,0,53,1,0,1,0,0,0,0,15,644,0,644,0
037,Kancheepuram,184,183,216,12,0,179,23,14,3,21,0,0,0,0,0,0,0,12,480,0,480,0
037,Kancheepuram,185,184,337,40,4,444,25,23,0,24,1,0,0,0,0,0,5,23,926,0,926,0
037,Kancheepuram,186,185,332,98,1,332,13,15,2,29,1,0,1,1,0,0,7,10,842,0,842,0
037,Kancheepuram,187,186,175,39,0,181,7,4,1,15,0,0,0,0,0,0,1,17,440,0,440,0
037,Kancheepuram,188,187,280,48,3,301,15,8,0,26,1,1,2,1,3,1,0,18,708,0,708,0
037,Kancheepuram,189,188,225,20,0,336,22,4,0,13,2,0,0,0,0,1,1,12,636,0,636,0
037,Kancheepuram,190,189,252,59,0,439,10,10,3,60,2,0,0,0,1,0,2,14,852,0,852,0
037,Kancheepuram,191,190,261,31,0,331,13,1,0,22,0,0,0,0,1,0,0,11,671,0,671,0
037,Kancheepuram,192,191,260,28,1,393,15,13,4,44,2,0,1,0,3,1,0,8,773,0,773,0
037,Kancheepuram,193,192,305,38,0,256,17,18,1,26,1,0,1,1,0,0,0,24,688,0,688,0
037,Kancheepuram,194,193,277,39,1,287,35,8,1,26,0,0,0,0,0,1,0,21,696,0,696,0
037,Kancheepuram,195,194,200,39,1,251,32,9,0,20,1,1,0,0,0,1,3,20,578,0,578,0
037,Kancheepuram,196,195,389,39,3,385,5,8,1,31,0,1,3,1,2,0,0,16,884,0,884,0
037,Kancheepuram,197,196,351,67,0,358,27,6,0,59,1,1,1,0,1,1,2,18,893,0,893,0
037,Kancheepuram,198,197,305,29,0,257,17,3,0,29,0,0,0,0,1,0,1,25,667,0,667,0
037,Kancheepuram,199,198,246,48,0,328,16,12,0,63,0,0,1,1,0,0,1,38,754,0,754,0
037,Kancheepuram,200,199,181,26,1,254,11,1,0,18,0,0,0,1,0,1,0,21,515,0,515,0
037,Kancheepuram,201,200,265,39,1,368,16,9,2,55,0,0,0,1,0,0,0,16,772,0,772,0
037,Kancheepuram,202,201,215,20,0,223,10,6,0,44,0,0,0,0,0,0,1,12,531,0,531,0
037,Kancheepuram,203,202,346,44,0,372,25,5,1,64,0,0,0,0,2,0,0,42,901,0,901,0
037,Kancheepuram,204,203,269,30,3,347,20,2,0,88,0,2,0,2,0,0,2,9,774,0,774,0
037,Kancheepuram,205,204,323,40,0,239,31,6,1,19,0,1,1,0,0,0,1,18,680,0,680,0
037,Kancheepuram,206,205,142,27,0,168,19,3,0,49,0,0,0,1,0,0,0,3,412,0,412,0
037,Kancheepuram,207,206,248,33,1,255,4,7,1,125,2,0,0,1,0,0,3,13,693,0,693,0
037,Kancheepuram,208,207,270,59,1,384,60,5,0,42,0,1,1,2,1,0,1,24,851,0,851,0
037,Kancheepuram,209,208,307,30,1,308,13,7,0,37,0,0,0,0,3,1,0,20,727,0,727,0
037,Kancheepuram,210,209,105,21,0,195,29,2,1,21,0,0,0,0,0,0,0,11,385,0,385,0
037,Kancheepuram,211,210,299,23,1,352,64,18,1,47,0,0,0,1,0,1,2,20,829,0,829,0
037,Kancheepuram,212,211,423,27,0,248,11,10,1,20,0,0,0,0,0,1,2,26,769,0,769,0
037,Kancheepuram,213,212,412,26,2,328,13,19,0,51,1,0,1,2,1,1,0,21,878,0,878,0
037,Kancheepuram,214,213,238,31,1,163,8,10,0,21,0,0,1,0,0,1,2,12,488,0,488,0
037,Kancheepuram,215,214,297,15,2,302,8,7,1,115,1,1,0,3,0,0,2,12,766,0,766,0
037,Kancheepuram,216,215,200,21,0,207,16,5,0,45,0,0,0,0,1,0,1,16,512,0,512,0
037,Kancheepuram,217,216,110,25,0,232,32,1,0,17,0,0,0,0,1,0,1,9,428,0,428,0
037,Kancheepuram,218,217,203,21,2,261,20,10,1,39,0,0,0,0,0,1,0,9,567,0,567,0
037,Kancheepuram,219,218,250,24,0,242,19,7,0,53,0,0,1,1,0,1,0,11,609,0,609,0
037,Kancheepuram,220,219,120,14,0,217,2,3,4,192,4,1,0,0,0,0,0,4,561,0,561,0
037,Kancheepuram,221,220,379,57,7,255,13,4,0,7,1,0,0,1,0,1,3,11,739,0,739,0
037,Kancheepuram,222,221,405,35,0,325,8,1,1,2,0,0,0,1,2,0,2,16,798,0,798,0
037,Kancheepuram,223,222,165,64,0,138,2,0,0,2,1,0,0,0,1,0,2,7,382,0,382,0
037,Kancheepuram,224,223,187,13,1,300,5,3,1,18,0,0,1,0,0,0,0,6,535,0,535,0
037,Kancheepuram,225,224,219,46,0,251,4,2,0,64,1,0,1,2,2,0,1,5,598,0,598,0
037,Kancheepuram,226,225,205,12,1,157,6,9,0,49,0,1,1,0,0,0,0,7,448,0,448,0
037,Kancheepuram,227,226,326,17,3,233,7,5,0,46,0,0,1,1,0,0,0,9,648,0,648,0
037,Kancheepuram,228,227,291,18,0,287,4,1,5,102,0,0,0,1,0,0,0,6,715,0,715,0
037,Kancheepuram,229,228,316,29,2,387,17,6,6,31,1,1,2,0,1,0,0,10,809,0,809,0
037,Kancheepuram,230,229,291,32,2,429,3,6,0,50,0,0,0,2,0,0,0,11,826,0,826,0
037,Kancheepuram,231,230,279,38,1,147,1,1,0,24,1,0,0,0,2,1,0,6,501,0,501,0
037,Kancheepuram,232,231,380,40,5,220,2,9,1,2,0,0,1,1,0,1,2,8,672,0,672,0
037,Kancheepuram,233,232,204,35,2,59,4,1,0,16,1,0,0,1,1,0,1,9,334,0,334,0
037,Kancheepuram,234,233,170,16,1,173,5,2,2,242,1,0,1,0,0,0,0,2,615,0,615,0
037,Kancheepuram,235,234,242,35,1,166,18,8,1,78,0,0,0,0,1,0,0,12,562,0,562,0
037,Kancheepuram,236,235,309,25,2,228,1,4,1,45,0,0,0,0,0,0,0,6,621,0,621,0
037,Kancheepuram,237,236,358,16,0,330,5,2,0,207,0,0,1,0,2,1,0,7,929,0,929,0
037,Kancheepuram,238,237,441,25,1,341,3,4,1,159,0,0,0,0,2,0,1,4,982,0,982,0
037,Kancheepuram,239,238,183,38,7,160,2,1,3,255,3,2,0,0,1,0,1,6,662,0,662,0
037,Kancheepuram,240,239,166,18,6,183,3,3,2,202,1,1,0,0,5,0,3,5,598,0,598,0
037,Kancheepuram,241,240,176,54,0,334,4,0,6,344,1,0,0,1,1,0,2,2,925,0,925,0
037,Kancheepuram,242,241,372,14,1,258,13,2,2,260,3,3,2,1,4,1,0,11,947,0,947,0
037,Kancheepuram,243,242,302,13,0,245,0,0,2,94,2,1,0,0,4,2,3,6,674,0,674,0
037,Kancheepuram,244,243,208,16,1,232,6,0,5,469,4,1,1,0,3,2,0,2,950,0,950,0
037,Kancheepuram,245,244,126,14,3,205,3,0,4,482,4,0,0,0,2,0,1,3,847,0,847,0
037,Kancheepuram,246,245,471,13,4,399,15,2,2,107,1,0,0,0,6,0,0,9,1029,0,1029,0
037,Kancheepuram,247,246,403,78,6,514,15,7,1,5,1,0,1,0,6,2,2,11,1052,0,1052,0
037,Kancheepuram,248,247,185,6,3,190,7,2,1,240,2,1,0,0,0,0,0,7,644,0,644,0
037,Kancheepuram,249,248,283,19,3,318,4,0,2,252,1,1,0,0,1,1,1,6,892,0,892,0
037,Kancheepuram,250,249,178,6,2,219,10,6,3,254,0,1,1,0,2,0,0,8,690,0,690,0
037,Kancheepuram,251,250,108,5,0,151,4,0,1,148,1,0,0,0,0,0,0,5,423,0,423,0
037,Kancheepuram,252,251,275,53,9,454,7,0,0,12,0,1,1,0,2,1,4,6,825,0,825,0
037,Kancheepuram,253,252,476,22,8,317,5,3,0,6,1,1,1,3,0,0,3,13,859,0,859,0
