ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,candidate_15,candidate_16,total_valid,rejected,total,tendered
036,UTHIRAMERUR,34,34,32,348,210,2,15,0,53,9,0,0,0,1,0,1,3,14,688,0,688,0
036,UTHIRAMERUR,35,35,33,397,291,2,11,0,201,10,1,0,0,0,2,0,3,18,969,0,969,0
036,UTHIRAMERUR,36,36,17,206,102,1,1,0,263,2,0,2,1,0,0,2,6,3,606,0,606,0
036,UTHIRAMERUR,37,37,22,377,236,3,1,0,53,6,0,0,0,0,0,1,2,8,709,0,709,0
036,UTHIRAMERUR,38,38,21,317,287,0,3,0,4,13,0,0,0,0,0,1,2,9,657,0,657,0
036,UTHIRAMERUR,39,39,13,190,198,2,8,0,6,10,0,0,0,0,0,0,2,8,437,0,437,0
036,UTHIRAMERUR,40,40,13,302,275,1,9,0,3,9,0,2,1,0,0,0,1,6,622,0,622,0
036,UTHIRAMERUR,41,41,17,257,186,0,3,0,11,4,0,0,0,0,0,0,0,16,494,0,494,0
036,UTHIRAMERUR,42,42,54,298,341,1,6,0,16,3,0,0,2,0,1,6,0,16,744,0,744,0
036,UTHIRAMERUR,43,43,30,220,285,1,3,1,9,11,0,0,0,0,1,1,0,17,579,0,579,0
036,UTHIRAMERUR,44,44,39,222,250,3,1,0,27,1,0,0,0,1,0,0,1,13,558,0,558,0
036,UTHIRAMERUR,45,45,28,323,232,0,2,1,32,10,1,1,0,0,0,1,1,5,637,0,637,0
036,UTHIRAMERUR,46,46,33,365,265,1,3,2,161,9,0,0,0,0,1,3,4,7,854,0,854,0
036,UTHIRAMERUR,47,47,22,224,225,0,2,0,20,2,1,1,0,0,0,0,0,8,505,0,505,0
036,UTHIRAMERUR,48,48,32,286,260,1,5,0,22,11,0,0,0,0,0,0,0,14,631,0,631,0
036,UTHIRAMERUR,49,49,6,121,176,0,1,0,323,1,1,0,0,0,0,0,2,2,633,0,633,0
036,UTHIRAMERUR,50,50,17,365,313,3,3,1,83,2,2,1,7,0,1,2,3,5,808,0,808,0
036,UTHIRAMERUR,51,51,11,221,340,1,6,2,13,12,0,0,0,0,1,0,1,21,629,0,629,0
036,UTHIRAMERUR,52,52,32,338,297,3,7,1,31,3,1,0,0,0,1,6,7,5,732,0,732,0
036,UTHIRAMERUR,53,53,6,218,201,1,2,2,184,2,0,0,1,2,0,7,6,4,636,0,636,0
036,UTHIRAMERUR,54,54,43,337,308,2,2,1,151,2,0,1,0,1,1,4,4,15,872,0,872,0
036,UTHIRAMERUR,55,55,24,295,321,1,3,0,7,3,1,0,1,0,0,0,1,10,667,0,667,0
036,UTHIRAMERUR,56,56,46,430,292,3,1,0,11,4,0,0,0,0,0,2,3,6,798,0,798,0
036,UTHIRAMERUR,57,57,12,247,244,1,0,0,91,1,0,0,0,0,0,3,2,2,603,0,603,0
036,UTHIRAMERUR,58,58,28,170,260,1,3,0,18,9,0,0,0,0,0,0,1,3,493,0,493,0
036,UTHIRAMERUR,59,59,20,171,269,0,7,0,28,8,0,0,0,0,1,2,0,6,512,0,512,0
036,UTHIRAMERUR,60,60,20,143,178,1,3,1,66,0,0,0,0,0,0,1,2,1,416,0,416,0
036,UTHIRAMERUR,61,61,24,297,355,1,6,1,19,7,0,0,0,0,0,1,1,7,719,0,719,0
036,UTHIRAMERUR,62,62,45,254,383,1,3,0,50,7,2,0,7,0,0,6,2,8,768,0,768,0
036,UTHIRAMERUR,63,63,31,328,489,5,2,0,9,5,1,0,0,0,1,6,4,8,889,0,889,0
036,UTHIRAMERUR,64,64,19,308,356,1,4,0,47,1,1,1,0,1,1,1,3,6,750,0,750,0
036,UTHIRAMERUR,65,65,29,202,395,4,2,1,1,4,1,0,1,1,0,2,3,6,652,0,652,0
036,UTHIRAMERUR,66,66,42,241,341,0,7,0,6,1,0,0,0,0,1,2,2,7,650,0,650,0
036,UTHIRAMERUR,67,67,2,125,248,0,1,1,306,1,0,1,1,0,0,0,1,0,687,0,687,0
036,UTHIRAMERUR,68,68,9,118,159,0,1,0,182,1,0,0,0,0,0,0,2,4,476,0,476,0
036,UTHIRAMERUR,69,69,11,269,200,1,1,1,358,3,0,2,0,0,0,2,0,1,849,0,849,0
036,UTHIRAMERUR,70,70,15,181,154,1,1,0,57,2,0,0,2,0,0,5,2,0,420,0,420,0
036,UTHIRAMERUR,71,71,6,222,246,1,2,1,74,1,1,0,0,0,1,3,5,3,566,0,566,0
036,UTHIRAMERUR,72,72,32,307,381,1,1,0,72,0,0,2,1,0,0,1,1,3,802,0,802,0
036,UTHIRAMERUR,73,73,16,258,392,1,1,0,3,1,0,1,0,3,3,5,3,8,695,0,695,0
036,UTHIRAMERUR,74,74,43,309,345,0,12,1,29,0,4,0,0,0,0,2,3,8,756,0,756,0
036,UTHIRAMERUR,75,75,32,436,369,4,5,0,4,1,2,1,1,2,4,12,10,4,887,0,887,0
036,UTHIRAMERUR,76,76,28,262,193,2,1,1,6,1,0,0,0,0,5,4,3,6,512,0,512,0
036,UTHIRAMERUR,77,77,7,77,105,1,0,0,97,0,0,0,0,0,0,2,1,2,292,0,292,0
036,UTHIRAMERUR,78,78,71,259,250,5,1,0,1,1,0,0,1,0,1,1,3,4,598,0,598,0
036,UTHIRAMERUR,79,79,69,217,247,2,1,0,3,2,0,1,0,1,0,3,8,3,557,0,557,0
036,UTHIRAMERUR,80,80,37,255,377,1,3,0,37,1,0,0,0,0,0,2,3,0,716,0,716,0
036,UTHIRAMERUR,81,81,16,130,146,0,0,0,270,1,1,0,0,0,0,1,1,1,567,0,567,0
036,UTHIRAMERUR,82,82,61,294,258,0,2,0,111,0,0,0,0,0,0,1,5,1,733,0,733,0
036,UTHIRAMERUR,83,83,12,156,162,1,0,0,49,1,0,0,0,0,0,3,2,1,387,0,387,0
036,UTHIRAMERUR,84,84,30,370,431,2,2,0,48,2,0,0,0,0,1,3,4,2,895,0,895,0
036,UTHIRAMERUR,85,85,31,212,181,3,2,0,174,0,0,1,1,2,0,0,4,2,613,0,613,0
036,UTHIRAMERUR,86,86,79,231,247,3,0,0,5,6,0,0,0,2,1,3,3,8,588,0,588,0
036,UTHIRAMERUR,87,87,17,251,398,2,2,1,5,5,0,1,0,2,1,3,6,4,698,0,698,0
036,UTHIRAMERUR,88,88,10,218,344,3,0,0,5,5,0,1,0,1,0,5,1,1,594,0,594,0
036,UTHIRAMERUR,89,89,20,200,291,3,0,1,11,4,0,0,0,1,0,5,0,0,536,0,536,0
036,UTHIRAMERUR,90,90,13,343,385,2,2,0,62,1,46,1,2,0,1,5,2,2,867,0,867,0
036,UTHIRAMERUR,91,91,34,413,307,0,1,0,6,3,1,0,1,1,3,5,7,4,786,0,786,0
036,UTHIRAMERUR,92,92,23,387,227,2,1,0,250,0,0,1,1,0,3,2,1,4,902,0,902,0
036,UTHIRAMERUR,93,93,7,231,179,1,3,0,177,1,3,1,0,0,1,3,0,7,614,0,614,0
036,UTHIRAMERUR,94,94,36,359,194,1,1,0,0,2,10,0,1,0,0,5,10,7,626,0,626,0
036,UTHIRAMERUR,95,95,37,124,236,1,1,0,51,4,0,0,0,0,2,1,3,6,466,0,466,0
036,UTHIRAMERUR,96,96,66,330,316,2,0,0,6,5,9,0,0,1,1,3,4,5,748,0,748,0
036,UTHIRAMERUR,97,97,33,148,363,2,3,0,335,1,0,2,1,0,0,2,2,6,898,0,898,0
036,UTHIRAMERUR,98,98,23,243,272,6,1,0,13,2,0,0,0,0,1,2,4,4,571,0,571,0
036,UTHIRAMERUR,99,99,5,131,188,1,0,1,430,0,1,1,2,1,1,0,1,4,767,0,767,0
036,UTHIRAMERUR,100,100,4,82,37,0,4,0,260,3,0,0,1,1,0,1,1,5,399,0,399,0
036,UTHIRAMERUR,101,101,16,229,142,2,11,0,290,3,1,1,1,0,0,1,1,2,700,0,700,0
036,UTHIRAMERUR,102,102,16,291,209,1,2,2,335,2,0,1,0,0,0,0,3,5,867,0,867,0
036,UTHIRAMERUR,103,103,5,142,154,2,2,0,65,2,0,1,0,0,0,0,0,2,375,0,375,0
036,UTHIRAMERUR,104,104,19,238,199,2,1,0,68,3,0,1,0,0,0,2,0,6,539,0,539,0
036,UTHIRAMERUR,105,105,35,242,373,1,1,0,1,3,0,6,0,1,0,4,0,9,676,0,676,0
036,UTHIRAMERUR,106,106,20,179,227,2,1,0,1,0,0,0,0,0,0,0,3,3,436,0,436,0
036,UTHIRAMERUR,107,107,10,165,89,2,2,0,281,2,0,0,0,0,0,0,0,3,554,0,554,0
036,UTHIRAMERUR,108,108,17,190,102,3,2,0,287,0,0,1,0,0,0,1,2,5,610,0,610,0
036,UTHIRAMERUR,109,109,13,148,156,0,0,2,181,0,1,1,0,1,0,0,2,2,507,0,507,0
036,UTHIRAMERUR,110,110,15,154,122,0,1,0,439,4,1,1,1,0,0,0,1,2,741,0,741,0
036,UTHIRAMERUR,111,111,26,231,252,2,1,0,154,2,1,0,2,0,4,7,3,6,691,0,691,0
036,UTHIRAMERUR,112,112,12,107,285,2,0,1,162,0,1,1,1,0,0,2,1,5,580,0,580,0
036,UTHIRAMERUR,113,113,40,217,244,2,1,0,100,1,0,0,0,0,0,3,3,5,616,0,616,0
036,UTHIRAMERUR,114,114,25,411,415,3,5,1,8,8,2,0,0,1,0,1,3,8,891,0,891,0
036,UTHIRAMERUR,115,115,30,385,311,2,4,1,46,4,0,1,0,0,0,1,1,7,793,0,793,0
036,UTHIRAMERUR,116,116,27,215,408,1,5,1,37,9,1,2,0,2,0,4,2,10,724,0,724,0
036,UTHIRAMERUR,117,117,14,226,249,0,9,0,36,7,0,0,0,0,0,1,1,8,551,0,551,0
036,UTHIRAMERUR,118,118,28,166,360,0,6,0,17,7,0,0,1,1,0,1,0,10,597,0,597,0
036,UTHIRAMERUR,119,119,16,200,301,1,4,0,26,3,0,0,0,0,1,0,0,11,563,0,563,0
036,UTHIRAMERUR,120,120,23,177,322,3,8,4,30,5,0,1,0,0,0,1,3,6,583,0,583,0
036,UTHIRAMERUR,121,121,16,295,414,5,1,0,0,2,0,0,0,0,0,1,3,1,738,0,738,0
036,UTHIRAMERUR,122,122,11,229,379,5,1,0,40,4,0,0,0,1,0,0,0,6,676,0,676,0
036,UTHIRAMERUR,123,123,11,302,437,2,0,0,1,3,0,0,0,0,1,4,0,1,762,0,762,0
036,UTHIRAMERUR,124,124,22,243,314,2,10,0,45,4,0,0,3,1,0,2,0,5,651,0,651,0
036,UTHIRAMERUR,125,125,51,410,385,4,5,0,9,0,1,0,1,1,1,4,5,10,887,0,887,0
036,UTHIRAMERUR,126,126,13,176,242,3,3,0,8,0,0,0,0,0,0,0,0,5,450,0,450,0
036,UTHIRAMERUR,127,127,9,188,305,2,11,0,44,1,0,0,0,1,0,0,0,6,567,0,567,0
036,UTHIRAMERUR,128,128,29,359,401,2,1,0,63,2,0,0,1,0,2,3,5,7,875,0,875,0
036,UTHIRAMERUR,129,129,7,98,174,1,2,1,273,1,0,0,0,0,0,1,0,1,559,0,559,0
036,UTHIRAMERUR,130,130,4,97,258,0,1,0,155,2,0,0,0,0,0,3,0,1,521,0,521,0
036,UTHIRAMERUR,131,131,16,364,377,6,4,0,168,3,0,0,0,0,1,3,1,8,951,0,951,0
036,UTHIRAMERUR,132,132,33,187,184,4,3,0,80,4,1,0,0,0,1,2,1,2,502,0,502,0
036,UTHIRAMERUR,133,133,41,215,263,0,5,1,86,1,0,0,0,0,1,1,2,1,617,0,617,0
036,UTHIRAMERUR,134,134,11,119,293,2,1,2,232,1,0,0,3,1,0,1,1,1,668,0,668,0
036,UTHIRAMERUR,135,135,19,175,262,3,3,0,138,1,0,0,2,1,1,2,2,2,611,0,611,0
036,UTHIRAMERUR,136,136,18,222,216,0,3,1,227,3,0,0,0,1,1,2,1,9,704,0,704,0
036,UTHIRAMERUR,137,137,19,275,224,4,1,0,44,4,0,1,2,0,1,4,5,6,590,0,590,0
036,UTHIRAMERUR,138,138,11,151,78,0,0,0,305,2,0,3,0,0,0,0,2,1,553,0,553,0
036,UTHIRAMERUR,139,139,33,175,155,0,0,0,189,4,0,1,0,0,1,1,1,4,564,0,564,0
036,UTHIRAMERUR,140,140,52,263,150,0,1,0,96,1,0,0,0,0,0,1,4,6,574,0,574,0
036,UTHIRAMERUR,141,141,22,361,253,6,4,1,183,1,0,2,0,0,2,2,1,3,841,0,841,0
036,UTHIRAMERUR,142,142,11,173,113,2,0,2,234,2,1,1,1,0,1,1,1,5,548,0,548,0
036,UTHIRAMERUR,143,143,33,370,175,1,2,3,272,2,0,1,0,0,1,0,2,9,871,0,871,0
036,UTHIRAMERUR,144,144,22,301,329,3,6,0,29,2,0,0,0,0,2,1,2,4,701,0,701,0
036,UTHIRAMERUR,145,145,22,248,358,3,0,0,4,5,16,0,1,0,1,6,1,2,667,0,667,0
036,UTHIRAMERUR,146,146,19,130,252,6,1,0,2,1,0,0,0,1,1,1,2,2,418,0,418,0
036,UTHIRAMERUR,147,147,31,274,309,1,7,1,72,7,0,0,0,0,1,2,1,6,712,0,712,0
036,UTHIRAMERUR,148,148,40,373,416,1,1,2,4,4,1,1,0,0,3,6,3,7,862,0,862,0
036,UTHIRAMERUR,149,149,17,117,134,0,1,0,1,4,0,0,0,1,1,0,1,0,277,0,277,0
036,UTHIRAMERUR,150,150,23,146,382,5,8,0,153,6,1,0,1,0,2,3,0,13,743,0,743,0
036,UTHIRAMERUR,151,151,38,221,368,6,1,0,18,4,0,0,0,0,1,3,6,6,672,0,672,0
036,UTHIRAMERUR,152,152,27,179,326,1,1,0,3,0,1,1,0,0,0,1,0,3,543,0,543,0
036,UTHIRAMERUR,153,153,22,165,247,0,1,2,19,1,0,0,0,0,3,2,3,0,465,0,465,0
036,UTHIRAMERUR,154,154,55,349,465,2,1,0,3,3,0,0,1,1,0,0,3,3,886,0,886,0
036,UTHIRAMERUR,155,155,12,174,231,0,2,0,20,1,0,1,8,0,1,3,1,4,458,0,458,0
036,UTHIRAMERUR,156,156,62,270,274,2,1,1,0,1,0,0,40,0,1,4,4,3,663,0,663,0
036,UTHIRAMERUR,157,157,6,144,117,3,1,1,189,1,0,1,0,0,0,3,2,6,474,0,474,0
036,UTHIRAMERUR,158,158,28,341,364,1,5,2,105,1,0,0,1,1,0,3,6,1,859,0,859,0
036,UTHIRAMERUR,159,159,62,158,352,8,4,1,98,3,1,2,0,0,1,4,1,1,696,0,696,0
036,UTHIRAMERUR,160,160,30,79,203,4,0,2,148,1,0,1,0,0,1,1,1,4,475,0,475,0
036,UTHIRAMERUR,161,161,17,150,210,0,1,1,289,1,0,1,3,0,0,4,3,1,681,0,681,0
036,UTHIRAMERUR,162,162,37,217,269,3,0,0,81,2,0,0,0,3,0,4,3,3,622,0,622,0
036,UTHIRAMERUR,163,163,34,224,240,5,2,0,137,1,0,0,0,0,0,4,2,6,655,0,655,0
036,UTHIRAMERUR,164,164,22,159,282,2,1,1,131,2,2,2,0,0,2,9,5,8,628,0,628,0
036,UTHIRAMERUR,165,165,35,309,284,2,0,1,14,1,1,2,0,1,0,4,8,6,668,0,668,0
036,UTHIRAMERUR,166,166,24,188,325,1,6,0,16,4,0,0,0,0,0,1,3,8,576,0,576,0
036,UTHIRAMERUR,167,167,16,281,261,1,0,0,112,1,0,0,0,0,1,8,7,8,696,0,696,0
036,UTHIRAMERUR,168,168,21,240,397,3,3,0,67,8,0,0,0,0,0,1,2,7,749,0,749,0
036,UTHIRAMERUR,169,169,64,177,366,3,1,0,2,2,0,0,0,0,1,7,3,4,630,0,630,0
036,UTHIRAMERUR,170,170,39,250,302,0,1,0,1,3,0,1,1,0,0,4,6,3,611,0,611,0
036,UTHIRAMERUR,171,171,47,235,326,3,3,0,6,5,0,1,1,1,0,4,2,3,637,0,637,0
036,UTHIRAMERUR,172,172,86,357,369,8,1,0,10,2,0,0,2,0,0,6,5,3,849,0,849,0
036,UTHIRAMERUR,173,173,61,335,339,3,3,0,17,7,0,0,1,0,1,0,1,7,775,0,775,0
036,UTHIRAMERUR,174,174,25,296,343,0,7,0,13,4,0,0,0,0,0,0,3,13,704,0,704,0
036,UTHIRAMERUR,175,175,35,188,302,1,2,1,2,5,0,0,0,0,0,1,1,7,545,0,545,0
036,UTHIRAMERUR,176,176,57,288,325,3,4,0,57,6,0,0,0,0,0,1,3,6,750,0,750,0
036,UTHIRAMERUR,177,177,29,237,355,4,0,0,8,3,0,0,1,0,2,3,3,7,652,0,652,0
036,UTHIRAMERUR,178,178,14,273,262,1,1,0,23,2,0,0,0,0,1,3,3,7,590,0,590,0
036,UTHIRAMERUR,179,179,5,128,216,2,1,1,243,0,1,0,2,0,1,0,2,2,604,0,604,0
036,UTHIRAMERUR,180,180,27,292,225,0,1,0,36,1,0,0,0,0,0,2,1,3,588,0,588,0
036,UTHIRAMERUR,181,181,19,187,235,2,0,0,1,0,0,0,0,0,0,2,1,1,448,0,448,0
036,UTHIRAMERUR,182,182,11,168,282,0,2,1,59,1,0,2,0,0,0,0,0,2,528,0,528,0
036,UTHIRAMERUR,183,183,36,204,306,4,5,0,5,5,1,0,0,0,0,2,1,8,577,0,577,0
036,UTHIRAMERUR,184,184,32,279,329,1,1,1,8,7,0,0,0,0,0,1,0,8,667,0,667,0
036,UTHIRAMERUR,185,185,46,268,306,1,3,0,8,3,1,0,1,0,1,9,2,6,655,0,655,0
036,UTHIRAMERUR,186,186,32,256,414,2,2,0,54,2,0,0,0,0,0,3,4,5,774,0,774,0
036,UTHIRAMERUR,187,187,55,165,395,3,3,0,3,9,0,0,0,0,1,3,3,9,649,0,649,0
036,UTHIRAMERUR,188,188,38,285,485,3,0,0,9,2,0,0,0,0,2,12,9,4,849,0,849,0
036,UTHIRAMERUR,189,189,45,255,326,2,0,0,159,0,0,0,0,1,1,5,1,4,799,0,799,0
036,UTHIRAMERUR,190,190,37,364,279,1,1,0,43,1,0,0,0,0,0,3,5,1,735,0,735,0
036,UTHIRAMERUR,191,191,11,140,233,2,0,1,216,1,0,1,1,1,0,2,3,3,615,0,615,0
036,UTHIRAMERUR,192,192,21,113,229,1,0,2,114,1,0,1,1,1,1,9,7,2,503,0,503,0
036,UTHIRAMERUR,193,193,27,110,210,1,1,2,332,0,2,0,1,0,0,2,5,4,697,0,697,0
036,UTHIRAMERUR,194,194,27,148,246,1,2,0,169,0,0,2,0,0,0,6,4,3,608,0,608,0
036,UTHIRAMERUR,195,195,11,229,213,0,0,0,153,1,0,1,0,1,0,4,3,2,618,0,618,0
036,UTHIRAMERUR,196,196,33,315,262,5,4,0,62,0,1,2,0,1,3,9,4,4,705,0,705,0
036,UTHIRAMERUR,197,197,41,173,217,2,0,0,143,2,0,1,0,0,0,1,0,2,582,0,582,0
036,UTHIRAMERUR,198,198,55,325,274,2,2,0,19,1,0,0,0,0,1,2,9,6,696,0,696,0
036,UTHIRAMERUR,199,199,43,295,417,5,1,0,46,7,0,0,0,0,1,2,4,7,828,0,828,0
036,UTHIRAMERUR,200,200,39,282,321,3,2,0,21,10,0,0,0,0,1,2,0,7,688,0,688,0
036,UTHIRAMERUR,201,201,80,281,311,4,2,2,134,1,1,2,0,0,1,1,7,11,838,0,838,0
036,UTHIRAMERUR,202,202,58,278,224,3,0,0,3,5,0,0,0,1,1,2,1,2,578,0,578,0
036,UTHIRAMERUR,203,203,45,310,524,0,0,0,31,0,0,0,0,0,1,13,3,4,931,0,931,0
036,UTHIRAMERUR,204,204,27,223,246,2,1,0,147,3,0,0,1,0,1,3,7,6,667,0,667,0
036,UTHIRAMERUR,205,205,14,125,204,0,1,0,6,0,0,0,0,0,2,1,1,2,356,0,356,0
036,UTHIRAMERUR,206,206,42,317,402,5,0,1,105,6,1,1,2,0,4,5,6,7,904,0,904,0
036,UTHIRAMERUR,207,207,46,240,298,0,2,0,4,3,1,0,1,0,0,2,3,4,604,0,604,0
036,UTHIRAMERUR,208,208,93,162,245,2,0,0,29,7,1,0,0,0,0,1,1,5,546,0,546,0
036,UTHIRAMERUR,209,209,81,350,331,1,1,1,139,5,1,0,1,2,1,1,8,4,927,0,927,0
036,UTHIRAMERUR,210,210,40,143,253,4,1,2,153,0,0,0,1,0,0,1,2,2,602,0,602,0
036,UTHIRAMERUR,211,211,41,216,314,1,5,0,13,1,0,0,0,0,1,3,1,6,602,0,602,0
036,UTHIRAMERUR,212,212,31,266,289,1,1,0,4,6,0,0,0,0,1,4,5,4,612,0,612,0
036,UTHIRAMERUR,213,213,6,119,357,2,0,1,123,0,1,0,0,0,0,1,0,4,614,0,614,0
036,UTHIRAMERUR,214,214,29,319,388,2,0,0,12,0,0,1,0,0,2,10,7,4,774,0,774,0
036,UTHIRAMERUR,215,215,24,217,263,1,2,2,57,2,0,0,0,0,0,1,3,5,577,0,577,0
036,UTHIRAMERUR,216,216,19,159,294,2,4,0,33,0,0,0,1,0,2,3,1,7,525,0,525,0
036,UTHIRAMERUR,217,217,33,157,265,2,3,0,23,6,0,0,0,0,0,2,1,9,501,0,501,0
036,UTHIRAMERUR,218,218,17,140,263,0,0,0,66,4,0,0,0,0,0,1,2,9,502,0,502,0
036,UTHIRAMERUR,219,219,34,200,418,1,5,0,109,6,0,0,0,0,0,2,3,6,784,0,784,0
036,UTHIRAMERUR,220,220,23,231,192,2,3,0,255,0,0,1,0,0,1,1,2,1,712,0,712,0
036,UTHIRAMERUR,221,221,16,198,313,1,0,1,315,1,0,0,0,0,1,3,1,5,855,0,855,0
036,UTHIRAMERUR,222,222,104,252,421,1,1,0,51,0,3,1,2,0,0,2,8,13,859,0,859,0
036,UTHIRAMERUR,223,223,41,233,208,0,5,0,129,1,0,0,0,0,0,1,3,9,630,0,630,0
036,UTHIRAMERUR,224,224,22,133,120,0,0,1,47,0,0,0,0,0,3,0,0,2,328,0,328,0
036,UTHIRAMERUR,225,225,42,273,353,2,5,0,79,0,0,0,0,0,0,0,0,7,761,0,761,0
036,UTHIRAMERUR,226,226,36,269,283,1,1,0,61,0,0,0,0,1,0,2,2,6,662,0,662,0
036,UTHIRAMERUR,227,227,39,205,251,1,8,0,34,2,0,0,0,0,1,0,0,6,547,0,547,0
036,UTHIRAMERUR,228,228,35,240,306,1,10,0,68,6,0,0,0,0,0,1,0,3,670,0,670,0
036,UTHIRAMERUR,229,229,49,193,305,4,1,0,35,6,0,0,1,1,2,5,5,4,611,0,611,0
036,UTHIRAMERUR,230,230,10,184,239,0,1,1,114,1,0,1,0,0,0,1,1,6,559,0,559,0
036,UTHIRAMERUR,231,231,22,191,169,1,0,0,150,6,0,0,0,0,0,1,3,5,548,0,548,0
036,UTHIRAMERUR,232,232,51,157,269,3,2,1,85,5,0,0,0,1,1,6,6,10,597,0,597,0
036,UTHIRAMERUR,233,233,20,253,276,2,0,2,209,2,0,1,1,1,2,2,10,7,788,0,788,0
036,UTHIRAMERUR,234,234,28,206,328,1,0,1,49,7,0,0,0,0,0,8,3,3,634,0,634,0
036,UTHIRAMERUR,235,235,37,119,200,3,4,0,105,0,0,1,0,3,3,3,3,5,486,0,486,0
036,UTHIRAMERUR,236,236,43,200,190,0,1,0,129,0,1,0,0,0,1,0,4,1,570,0,570,0
036,UTHIRAMERUR,237,237,37,238,314,2,2,0,26,3,0,0,0,0,2,3,1,4,632,0,632,0
036,UTHIRAMERUR,238,238,30,281,265,1,1,0,48,3,0,0,0,0,0,3,6,5,643,0,643,0
036,UTHIRAMERUR,239,239,17,146,348,3,2,0,194,1,0,0,0,0,0,3,0,7,721,0,721,0
036,UTHIRAMERUR,240,240,16,203,338,2,0,0,37,2,0,0,1,0,0,2,4,2,607,0,607,0
