ac_number,ac_name,table_no,polling_station_no,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_13,candidate_14,candidate_15,candidate_16,total_valid,rejected,total,tendered
029,SRIPERUMBUDUR (SC),82,81,24,283,386,13,1,18,0,0,31,0,1,1,1,1,0,3,763,0,763,0
029,SRIPERUMBUDUR (SC),83,82,32,159,226,3,1,0,0,0,53,0,0,1,1,0,0,2,478,0,478,0
029,SRIPERUMBUDUR (SC),84,83,6,428,596,6,5,50,0,1,58,1,0,0,0,4,5,3,1163,0,1163,0
029,SRIPERUMBUDUR (SC),85,84,5,215,244,0,9,2,0,2,58,0,1,0,0,0,3,3,542,0,542,0
029,SRIPERUMBUDUR (SC),86,85,2,187,298,8,5,7,0,2,76,0,0,0,0,1,1,3,590,0,590,0
029,SRIPERUMBUDUR (SC),87,86,9,365,340,11,11,6,0,0,42,0,0,1,0,2,3,5,795,0,795,0
029,SRIPERUMBUDUR (SC),88,87,9,358,338,6,4,8,0,0,57,0,0,0,0,1,0,1,782,0,782,0
029,SRIPERUMBUDUR (SC),89,88,1,418,366,7,4,56,1,1,34,0,1,1,2,0,4,6,902,0,902,0
029,SRIPERUMBUDUR (SC),90,89,3,223,234,5,3,12,0,1,21,0,1,0,0,1,1,4,509,0,509,0
029,SRIPERUMBUDUR (SC),91,90,0,308,202,7,2,31,0,0,26,1,0,1,0,1,1,5,585,0,585,0
029,SRIPERUMBUDUR (SC),92,91,1,313,201,18,2,27,0,1,69,0,0,0,0,0,0,10,642,0,642,0
029,SRIPERUMBUDUR (SC),93,92,0,195,336,13,10,31,0,0,65,0,0,2,0,1,0,12,665,0,665,0
029,SRIPERUMBUDUR (SC),94,93,3,201,276,11,4,239,0,1,24,1,2,1,1,0,2,4,770,0,770,0
029,SRIPERUMBUDUR (SC),95,94,2,298,499,11,2,108,0,0,48,0,0,0,0,1,2,8,979,0,979,0
029,SRIPERUMBUDUR (SC),96,95,10,277,393,13,1,81,3,1,34,2,1,1,0,5,1,7,830,0,830,0
029,SRIPERUMBUDUR (SC),97,96,6,190,291,11,4,153,0,1,46,0,0,0,1,0,0,8,711,0,711,0
029,SRIPERUMBUDUR (SC),98,97,7,123,375,13,11,21,0,2,182,1,1,0,0,4,0,3,743,0,743,0
029,SRIPERUMBUDUR (SC),99,98,9,269,326,2,7,11,1,1,33,1,0,1,0,0,0,7,668,0,668,0
029,SRIPERUMBUDUR (SC),100,99,7,260,358,14,11,30,1,1,37,0,0,0,1,0,1,8,729,0,729,0
029,SRIPERUMBUDUR (SC),101,100,4,401,227,14,5,57,0,0,58,0,1,0,0,0,0,4,771,0,771,0
029,SRIPERUMBUDUR (SC),102,101,1,302,265,12,5,15,0,0,50,0,0,0,0,0,1,12,663,0,663,0
029,SRIPERUMBUDUR (SC),103,102,2,246,267,10,11,7,1,1,46,1,1,2,1,0,1,17,614,0,614,0
029,SRIPERUMBUDUR (SC),104,103,0,241,277,5,14,16,0,0,33,0,0,0,4,1,1,8,600,0,600,0
029,SRIPERUMBUDUR (SC),105,104,1,324,475,12,20,13,0,2,61,1,0,2,0,2,2,15,930,0,930,0
029,SRIPERUMBUDUR (SC),106,105,0,290,458,7,2,5,0,0,38,2,0,1,1,3,0,8,815,0,815,0
029,SRIPERUMBUDUR (SC),107,106,0,293,346,7,12,24,0,0,40,0,0,0,0,2,0,14,738,0,738,0
029,SRIPERUMBUDUR (SC),108,107,0,289,492,9,18,18,0,1,76,2,0,0,2,2,0,9,918,0,918,0
029,SRIPERUMBUDUR (SC),109,108,3,222,264,6,9,11,0,0,32,0,0,0,0,1,1,9,558,0,558,0
029,SRIPERUMBUDUR (SC),110,109,2,186,416,2,13,21,0,0,44,0,0,1,0,2,0,11,698,0,698,0
029,SRIPERUMBUDUR (SC),111,110,2,285,342,11,5,7,0,0,47,1,0,0,0,1,1,7,709,0,709,0
029,SRIPERUMBUDUR (SC),112,111,0,144,213,2,3,10,0,0,34,0,0,1,1,0,1,1,410,0,410,0
029,SRIPERUMBUDUR (SC),113,112,0,257,470,10,9,16,0,1,63,0,0,1,1,2,0,14,844,0,844,0
029,SRIPERUMBUDUR (SC),114,113,0,181,355,6,7,22,0,0,15,0,0,0,1,2,0,2,591,0,591,0
029,SRIPERUMBUDUR (SC),115,114,2,264,285,3,4,39,1,1,8,0,0,0,1,3,0,9,620,0,620,0
029,SRIPERUMBUDUR (SC),116,115,4,418,578,10,6,5,0,2,48,0,0,0,0,1,1,10,1083,0,1083,0
029,SRIPERUMBUDUR (SC),117,116,0,173,221,4,4,5,0,1,39,0,1,0,0,0,0,5,453,0,453,0
029,SRIPERUMBUDUR (SC),118,117,4,338,358,8,5,2,0,1,52,0,0,0,0,2,0,7,777,0,777,0
029,SRIPERUMBUDUR (SC),119,118,2,319,456,26,33,46,1,2,60,0,0,0,0,0,3,13,961,0,961,0
029,SRIPERUMBUDUR (SC),120,119,3,130,185,4,5,60,0,0,18,0,2,1,0,1,0,6,415,0,415,0
029,SRIPERUMBUDUR (SC),121,120,0,149,231,55,5,155,0,1,17,0,0,0,0,0,0,6,619,0,619,0
029,SRIPERUMBUDUR (SC),122,121,2,333,471,13,29,81,2,1,81,0,1,0,0,0,2,15,1031,0,1031,0
029,SRIPERUMBUDUR (SC),123,122,0,189,300,0,9,1,0,1,68,0,0,0,0,1,1,2,572,0,572,0
029,SRIPERUMBUDUR (SC),124,123,2,241,314,3,4,4,0,0,128,1,0,0,0,1,0,1,699,0,699,0
029,SRIPERUMBUDUR (SC),125,124,1,196,397,7,18,10,0,1,14,0,0,0,0,2,1,11,658,0,658,0
029,SRIPERUMBUDUR (SC),126,125,2,234,346,8,12,2,0,0,23,0,1,1,0,4,0,8,641,0,641,0
029,SRIPERUMBUDUR (SC),127,126,3,269,316,5,14,2,0,0,33,0,0,0,0,4,0,1,647,0,647,0
029,SRIPERUMBUDUR (SC),128,127,2,274,354,8,15,19,0,1,37,0,0,0,0,0,0,6,716,0,716,0
029,SRIPERUMBUDUR (SC),129,128,3,174,265,5,2,62,0,0,17,0,0,0,0,4,0,4,536,0,536,0
029,SRIPERUMBUDUR (SC),130,129,6,237,385,4,10,58,0,0,10,0,0,0,0,1,0,7,718,0,718,0
029,SRIPERUMBUDUR (SC),131,130,2,355,529,22,37,39,0,0,43,0,0,1,0,1,0,11,1040,0,1040,0
029,SRIPERUMBUDUR (SC),132,131,1,291,364,6,13,19,0,3,35,0,0,0,0,0,0,10,742,0,742,0
029,SRIPERUMBUDUR (SC),133,132,5,464,307,7,9,18,0,0,37,1,1,1,1,0,1,13,865,0,865,0
029,SRIPERUMBUDUR (SC),134,133,0,134,105,15,17,25,0,0,27,0,0,0,0,0,0,15,338,0,338,0
029,SRIPERUMBUDUR (SC),135,134,4,288,383,19,26,186,1,2,36,0,0,0,0,0,0,25,970,0,970,0
029,SRIPERUMBUDUR (SC),136,135,4,297,367,31,23,36,1,0,41,0,0,0,0,1,1,26,828,0,828,0
029,SRIPERUMBUDUR (SC),137,136,3,225,192,22,14,33,0,0,29,0,0,0,0,0,0,17,535,0,535,0
029,SRIPERUMBUDUR (SC),138,137,1,284,224,15,9,22,2,1,102,1,0,0,0,0,1,3,665,0,665,0
029,SRIPERUMBUDUR (SC),139,138,3,196,299,20,17,44,0,0,33,0,0,0,0,0,0,13,625,0,625,0
029,SRIPERUMBUDUR (SC),140,139,1,302,266,24,32,66,1,0,62,0,0,0,1,1,0,32,788,0,788,0
029,SRIPERUMBUDUR (SC),141,140,4,233,301,26,21,61,0,5,38,0,0,0,1,1,0,16,707,0,707,0
029,SRIPERUMBUDUR (SC),142,141,3,356,448,36,16,62,1,2,63,0,0,1,1,0,1,22,1012,0,1012,0
029,SRIPERUMBUDUR (SC),143,142,5,269,378,23,24,262,2,0,40,1,0,0,0,3,3,10,1020,0,1020,0
029,SRIPERUMBUDUR (SC),144,143,1,181,283,7,11,150,0,0,22,1,0,0,0,0,2,10,668,0,668,0
029,SRIPERUMBUDUR (SC),145,144,0,108,141,7,2,119,0,0,28,0,0,0,0,0,0,1,406,0,406,0
029,SRIPERUMBUDUR (SC),146,145,2,169,272,9,12,69,1,1,30,0,1,1,0,0,0,13,580,0,580,0
029,SRIPERUMBUDUR (SC),147,146,0,176,204,20,15,51,0,0,27,1,0,0,0,0,0,18,512,0,512,0
029,SRIPERUMBUDUR (SC),148,147,1,186,232,5,11,101,0,1,33,1,0,1,0,1,1,8,582,0,582,0
029,SRIPERUMBUDUR (SC),149,148,1,235,280,12,19,23,0,1,61,0,0,0,0,2,0,12,646,0,646,0
029,SRIPERUMBUDUR (SC),150,149,2,387,440,25,29,41,0,1,96,0,0,0,0,1,1,13,1036,0,1036,0
029,SRIPERUMBUDUR (SC),151,150,4,190,167,13,14,23,0,3,49,0,0,0,0,0,1,14,478,0,478,0
029,SRIPERUMBUDUR (SC),152,151,0,210,229,16,16,40,0,1,39,0,0,1,0,1,1,12,566,0,566,0
029,SRIPERUMBUDUR (SC),153,152,4,319,498,6,11,7,0,0,55,0,1,0,0,1,0,5,907,0,907,0
029,SRIPERUMBUDUR (SC),154,153,3,379,344,12,14,9,0,1,62,0,0,1,2,2,4,9,842,0,842,0
029,SRIPERUMBUDUR (SC),155,154,6,291,266,2,11,0,0,0,52,0,0,0,1,0,1,4,634,0,634,0
029,SRIPERUMBUDUR (SC),156,155,5,184,162,4,7,5,1,0,24,0,0,0,1,1,0,0,394,0,394,0
029,SRIPERUMBUDUR (SC),157,156,2,211,340,9,8,11,0,0,33,0,1,0,0,1,0,8,624,0,624,0
029,SRIPERUMBUDUR (SC),158,157,2,402,267,6,6,5,0,0,8,0,0,0,0,0,1,15,712,0,712,0
029,SRIPERUMBUDUR (SC),159,158,1,547,256,7,8,40,0,1,12,0,0,1,1,0,2,13,889,0,889,0
029,SRIPERUMBUDUR (SC),160,159,5,439,450,5,3,1,1,0,39,0,0,0,2,0,1,10,956,0,956,0
029,SRIPERUMBUDUR (SC),161,160,1,211,281,9,8,43,1,0,23,0,0,0,1,2,1,9,590,0,590,0
029,SRIPERUMBUDUR (SC),162,161,1,388,229,5,3,5,0,1,17,0,0,0,0,1,1,13,664,0,664,0
029,SRIPERUMBUDUR (SC),163,162,0,262,265,5,2,191,0,0,14,0,0,0,2,2,4,5,752,0,752,0
029,SRIPERUMBUDUR (SC),164,163,4,291,415,17,15,142,1,1,54,0,0,1,0,2,0,18,961,0,961,0
029,SRIPERUMBUDUR (SC),165,164,0,118,155,11,7,59,0,0,13,0,0,0,0,0,0,4,367,0,367,0
029,SRIPERUMBUDUR (SC),166,165,3,152,276,12,14,24,0,3,57,0,0,0,0,2,0,12,555,0,555,0
029,SRIPERUMBUDUR (SC),167,166,4,236,361,21,17,59,0,1,49,0,0,0,0,0,1,15,764,0,764,0
029,SRIPERUMBUDUR (SC),168,167,2,211,293,21,31,53,0,0,69,0,0,0,0,1,1,15,697,0,697,0
029,SRIPERUMBUDUR (SC),169,168,5,162,268,4,4,62,0,1,39,0,0,0,1,1,0,7,554,0,554,0
029,SRIPERUMBUDUR (SC),170,169,1,175,458,11,17,160,1,0,40,0,0,2,1,0,0,3,869,0,869,0
029,SRIPERUMBUDUR (SC),171,170,1,312,615,11,19,19,1,0,71,2,0,0,2,1,0,17,1071,0,1071,0
029,SRIPERUMBUDUR (SC),172,171,2,227,280,5,10,6,0,0,71,1,0,0,0,3,1,9,615,0,615,0
029,SRIPERUMBUDUR (SC),173,172,3,367,346,52,32,46,1,1,66,0,0,1,0,0,0,31,946,0,946,0
029,SRIPERUMBUDUR (SC),174,173,1,310,286,38,32,38,0,1,51,1,0,0,1,0,1,34,794,0,794,0
029,SRIPERUMBUDUR (SC),175,174,2,275,454,19,21,46,0,2,37,1,2,0,1,0,3,18,881,0,881,0
029,SRIPERUMBUDUR (SC),176,175,3,212,298,10,29,14,0,0,36,0,0,0,0,0,0,15,617,0,617,0
029,SRIPERUMBUDUR (SC),177,176,2,339,465,40,37,38,1,0,83,0,0,0,0,0,1,31,1037,0,1037,0
029,SRIPERUMBUDUR (SC),178,177,2,222,362,6,16,21,0,0,15,0,1,0,0,0,0,12,657,0,657,0
029,SRIPERUMBUDUR (SC),179,178,2,208,366,25,10,18,1,0,15,0,1,0,1,0,0,22,669,0,669,0
029,SRIPERUMBUDUR (SC),180,179,2,212,259,17,10,16,0,0,30,0,0,0,0,1,0,9,556,0,556,0
029,SRIPERUMBUDUR (SC),181,180,1,232,416,11,6,15,0,0,54,0,1,0,0,0,0,10,746,0,746,0
029,SRIPERUMBUDUR (SC),182,181,3,227,544,9,22,6,1,0,41,1,1,0,0,0,1,4,860,0,860,0
029,SRIPERUMBUDUR (SC),183,182,2,289,495,29,29,41,0,1,59,0,0,0,1,1,0,24,971,0,971,0
029,SRIPERUMBUDUR (SC),184,183,2,445,208,14,32,11,0,0,56,0,0,0,0,1,2,8,779,0,779,0
029,SRIPERUMBUDUR (SC),185,184,1,300,328,37,40,90,0,2,49,0,0,1,0,0,1,15,864,0,864,0
029,SRIPERUMBUDUR (SC),186,185,3,144,200,19,6,6,0,1,10,0,0,0,1,3,1,10,404,0,404,0
029,SRIPERUMBUDUR (SC),187,186,1,201,184,8,7,16,0,1,16,0,0,1,0,0,0,11,446,0,446,0
029,SRIPERUMBUDUR (SC),188,187,2,247,336,21,14,34,0,0,30,0,0,0,0,1,0,9,694,0,694,0
029,SRIPERUMBUDUR (SC),189,188,1,236,313,16,14,15,1,1,31,0,0,1,0,0,2,12,643,0,643,0
029,SRIPERUMBUDUR (SC),190,189,4,273,267,21,20,33,0,2,34,1,0,0,0,0,0,12,667,0,667,0
029,SRIPERUMBUDUR (SC),191,190,4,207,354,19,19,35,1,0,38,0,1,1,1,1,1,11,693,0,693,0
029,SRIPERUMBUDUR (SC),192,191,4,334,270,9,18,13,0,1,44,0,0,0,0,0,1,12,706,0,706,0
029,SRIPERUMBUDUR (SC),193,192,2,228,363,8,13,20,0,1,21,0,0,0,0,0,0,21,677,0,677,0
029,SRIPERUMBUDUR (SC),194,193,5,225,308,17,14,8,0,0,33,0,1,0,0,1,0,13,625,0,625,0
029,SRIPERUMBUDUR (SC),195,194,2,188,241,10,11,10,0,1,38,1,0,0,0,0,0,12,514,0,514,0
029,SRIPERUMBUDUR (SC),196,195,1,241,440,12,10,14,0,0,29,0,0,1,0,1,1,7,757,0,757,0
029,SRIPERUMBUDUR (SC),197,196,1,285,329,17,7,21,2,1,38,0,0,0,0,2,3,7,713,0,713,0
029,SRIPERUMBUDUR (SC),198,197,0,277,375,5,8,3,0,1,57,0,1,0,1,0,1,2,731,0,731,0
029,SRIPERUMBUDUR (SC),199,198,2,333,535,15,16,10,0,3,64,0,0,0,2,4,2,8,994,0,994,0
029,SRIPERUMBUDUR (SC),200,199,1,169,283,9,5,9,0,0,18,0,0,0,0,1,0,14,509,0,509,0
029,SRIPERUMBUDUR (SC),201,200,3,210,460,6,20,26,0,1,40,2,0,1,0,0,0,14,783,0,783,0
029,SRIPERUMBUDUR (SC),202,201,1,284,366,12,14,14,0,0,20,1,0,0,0,1,1,11,725,0,725,0
029,SRIPERUMBUDUR (SC),203,202,3,232,383,23,16,16,1,0,21,1,0,0,0,0,0,9,705,0,705,0
029,SRIPERUMBUDUR (SC),204,203,4,226,310,10,14,20,0,1,21,0,0,1,0,2,0,14,623,0,623,0
029,SRIPERUMBUDUR (SC),205,204,0,240,335,13,12,9,1,2,42,0,0,0,1,2,2,23,682,0,682,0
029,SRIPERUMBUDUR (SC),206,205,1,290,309,32,27,20,0,0,25,1,0,0,0,0,0,24,729,0,729,0
029,SRIPERUMBUDUR (SC),207,206,0,330,290,17,29,34,0,2,36,1,1,0,0,0,0,9,749,0,749,0
029,SRIPERUMBUDUR (SC),208,207,1,272,288,11,33,39,1,2,52,0,0,0,0,0,1,15,715,0,715,0
029,SRIPERUMBUDUR (SC),209,208,0,315,298,13,30,38,0,1,25,3,1,2,0,2,2,16,746,0,746,0
029,SRIPERUMBUDUR (SC),210,209,0,430,443,12,5,7,0,1,34,0,0,1,0,2,0,2,937,0,937,0
029,SRIPERUMBUDUR (SC),211,210,1,307,297,8,13,7,0,0,21,0,1,0,0,6,1,4,666,0,666,0
029,SRIPERUMBUDUR (SC),212,211,4,398,434,14,12,6,0,2,67,1,0,2,0,3,0,9,952,0,952,0
029,SRIPERUMBUDUR (SC),213,212,2,301,569,14,10,35,0,1,23,1,1,1,1,3,1,12,975,0,975,0
029,SRIPERUMBUDUR (SC),214,213,1,353,478,3,8,5,0,0,27,1,0,0,0,0,2,10,888,0,888,0
029,SRIPERUMBUDUR (SC),215,214,6,416,417,5,4,10,0,1,28,0,0,0,1,1,5,9,903,0,903,0
029,SRIPERUMBUDUR (SC),216,215,1,204,273,8,13,6,0,1,19,2,1,1,1,0,0,7,537,0,537,0
029,SRIPERUMBUDUR (SC),217,216,1,400,309,15,14,4,1,0,78,0,0,0,0,0,1,6,829,0,829,0
029,SRIPERUMBUDUR (SC),218,217,2,210,457,15,3,44,0,1,71,0,1,0,0,3,0,10,817,0,817,0
029,SRIPERUMBUDUR (SC),219,218,0,234,501,11,7,34,0,0,44,1,0,0,0,2,1,11,846,0,846,0
029,SRIPERUMBUDUR (SC),220,219,1,198,336,5,2,23,0,0,35,0,0,0,0,0,1,10,611,0,611,0
029,SRIPERUMBUDUR (SC),221,220,2,218,294,5,5,47,0,0,19,0,1,0,0,1,0,6,598,0,598,0
